jobId,arrivalTime,maxStartDelay,urgency,minTimeForHandling,maxTimeForHandling,location,terrain,vehicle,timeOfTheDay,weather,scenarioType
job87_scenario2_172,172,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job88_scenario1_175,175,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job89_scenario1_177,177,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job90_scenario1_178,178,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job91_scenario2_182,182,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job92_scenario1_184,184,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job93_scenario1_185,185,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job94_scenario3_186,186,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job95_scenario2_188,188,20,8,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job96_scenario0_189,189,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job97_scenario3_191,191,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job98_scenario1_192,192,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job99_scenario3_195,195,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job100_scenario1_196,196,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job101_scenario3_197,197,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job102_scenario4_198,198,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job103_scenario3_200,200,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job104_scenario1_203,203,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job105_scenario1_204,204,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job106_scenario3_207,207,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job107_scenario2_208,208,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job108_scenario1_209,209,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job109_scenario3_211,211,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job110_scenario2_213,213,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job111_scenario0_216,216,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job112_scenario0_217,217,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job113_scenario1_219,219,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job114_scenario1_221,221,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job115_scenario2_222,222,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job116_scenario2_223,223,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job117_scenario0_226,226,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job118_scenario2_227,227,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job119_scenario1_228,228,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job120_scenario1_229,229,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job121_scenario2_233,233,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job122_scenario0_234,234,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job123_scenario1_236,236,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job124_scenario2_239,239,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job125_scenario2_240,240,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job126_scenario3_241,241,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job127_scenario1_242,242,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job128_scenario0_243,243,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job129_scenario0_244,244,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job130_scenario3_246,246,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job131_scenario2_247,247,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job132_scenario0_249,249,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job133_scenario3_251,251,20,8,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job134_scenario1_253,253,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job135_scenario0_254,254,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job136_scenario1_255,255,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job137_scenario2_256,256,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job138_scenario2_257,257,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job139_scenario3_258,258,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job140_scenario2_260,260,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job141_scenario2_261,261,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job142_scenario3_262,262,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job143_scenario3_265,265,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job144_scenario3_267,267,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job145_scenario4_270,270,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job146_scenario4_271,271,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job147_scenario3_273,273,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job148_scenario1_274,274,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job149_scenario4_275,275,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job150_scenario2_276,276,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job151_scenario1_277,277,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job152_scenario0_278,278,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job153_scenario1_279,279,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job154_scenario1_280,280,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job155_scenario1_282,282,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job156_scenario1_284,284,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job157_scenario3_285,285,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job158_scenario2_286,286,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job159_scenario1_288,288,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job160_scenario2_290,290,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job161_scenario0_291,291,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job162_scenario0_292,292,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job163_scenario1_294,294,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job164_scenario4_296,296,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job165_scenario1_298,298,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job166_scenario3_299,299,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job167_scenario0_300,300,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job168_scenario1_301,301,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job169_scenario4_302,302,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job170_scenario1_306,306,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job171_scenario2_308,308,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job172_scenario2_310,310,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job173_scenario1_311,311,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job174_scenario4_313,313,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job175_scenario3_314,314,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job176_scenario2_315,315,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job177_scenario2_316,316,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job178_scenario1_318,318,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job179_scenario2_319,319,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job180_scenario3_320,320,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job181_scenario2_322,322,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job182_scenario2_323,323,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job183_scenario1_324,324,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job184_scenario2_328,328,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job185_scenario1_329,329,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job186_scenario0_333,333,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job187_scenario2_334,334,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job188_scenario1_335,335,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job189_scenario2_338,338,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job190_scenario1_340,340,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job191_scenario0_342,342,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job192_scenario0_343,343,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job193_scenario0_345,345,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job194_scenario2_346,346,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job195_scenario3_348,348,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job196_scenario1_350,350,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job197_scenario1_351,351,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job198_scenario1_353,353,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job199_scenario2_355,355,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job200_scenario1_356,356,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job201_scenario0_357,357,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job202_scenario1_360,360,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job203_scenario1_363,363,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job204_scenario1_364,364,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job205_scenario0_365,365,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job206_scenario4_368,368,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job207_scenario2_369,369,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job208_scenario0_373,373,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job209_scenario1_374,374,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job210_scenario0_375,375,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job211_scenario1_376,376,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job212_scenario1_378,378,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job213_scenario4_380,380,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job214_scenario3_381,381,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job215_scenario2_382,382,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job216_scenario1_386,386,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job217_scenario2_387,387,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job218_scenario1_388,388,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job219_scenario4_395,395,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job220_scenario0_398,398,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job221_scenario1_400,400,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job222_scenario4_401,401,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job223_scenario2_404,404,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job224_scenario3_405,405,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job225_scenario3_409,409,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job226_scenario3_412,412,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job227_scenario4_414,414,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job228_scenario1_415,415,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job229_scenario1_416,416,20,8,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job230_scenario1_417,417,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job231_scenario4_418,418,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job232_scenario0_420,420,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job233_scenario4_421,421,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job234_scenario1_423,423,20,8,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job235_scenario1_425,425,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job236_scenario1_430,430,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job237_scenario1_432,432,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job238_scenario0_433,433,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job239_scenario4_434,434,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job240_scenario2_436,436,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job241_scenario1_438,438,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job242_scenario0_439,439,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job243_scenario2_440,440,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job244_scenario1_441,441,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job245_scenario0_442,442,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job246_scenario1_443,443,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job247_scenario1_448,448,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job248_scenario1_449,449,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job249_scenario3_450,450,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job250_scenario1_453,453,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job251_scenario1_457,457,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job252_scenario3_458,458,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job253_scenario2_459,459,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job254_scenario1_461,461,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job255_scenario0_462,462,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job256_scenario1_464,464,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job257_scenario1_466,466,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job258_scenario0_467,467,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job259_scenario4_469,469,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job260_scenario4_476,476,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job261_scenario0_478,478,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job262_scenario3_479,479,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job263_scenario1_481,481,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job264_scenario1_483,483,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job265_scenario0_484,484,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job266_scenario1_486,486,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job267_scenario1_488,488,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job268_scenario2_489,489,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job269_scenario1_490,490,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job270_scenario1_491,491,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job271_scenario2_494,494,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job272_scenario2_497,497,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job273_scenario1_498,498,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job274_scenario1_503,503,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job275_scenario2_504,504,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job276_scenario0_505,505,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job277_scenario3_507,507,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job278_scenario1_510,510,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job279_scenario2_512,512,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job280_scenario1_514,514,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job281_scenario4_519,519,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job282_scenario1_521,521,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job283_scenario1_522,522,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job284_scenario0_523,523,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job285_scenario0_525,525,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job286_scenario3_528,528,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job287_scenario1_532,532,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job288_scenario1_536,536,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job289_scenario1_538,538,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job290_scenario1_540,540,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job291_scenario0_541,541,20,8,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job292_scenario1_543,543,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job293_scenario1_544,544,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job294_scenario2_549,549,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job295_scenario1_551,551,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job296_scenario3_552,552,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job297_scenario1_553,553,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job298_scenario1_554,554,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job299_scenario4_556,556,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job300_scenario3_557,557,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job301_scenario2_559,559,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job302_scenario0_561,561,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job303_scenario3_563,563,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job304_scenario3_565,565,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job305_scenario1_566,566,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job306_scenario2_567,567,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
