tickNumber,in27,B14,B11,cn12,B54,B51,os4,in4,B33,
90,,,,,,,,,,
91,,,,,,,,,|89_91_8_41_,
92,,,,,,,,,,
93,,,,,,,,,,
94,,,,,,,,,,
95,,|95_95_1_44_,,,,,,,,
96,,,,,,,,,,
97,,,,,,,,,,
98,,,,,,,,,,
99,,,,,|98_99_4_47_,,,,,
100,,,,,,,|97_100_6_46_,,,
101,,,|99_101_2_48_,,,,,,,
102,,,,,,,,,,
103,,,,,|96_103_4_45_,|70_103_5_30_,,,,
104,,,,,|90_104_4_42_,,,,,
105,,,,,,,,,,
106,,|106_106_1_51_,,,,,,,,
107,,,,,,,,,,
108,,,,,,|82_108_5_37_,,,,
109,,,,,,,,,,
110,,,,,,,,,,
111,,,|109_111_2_54_,,,,,,,
112,,,,,,,,,,
113,,,,,,,,,|111_113_8_55_,
114,,,,,,,,,,
115,,,,,,,,,,
116,,,,,,,,,,
117,,,,,,,,,,
118,,,|116_118_2_58_,,,,,,,
119,,,,,,,,,,
120,,,,,,,,,,
121,,,,,,,,,,
122,,,,,|107_122_4_52_,,,,|83_122_8_38_,
123,,,,,,,,,,
124,,,,,|84_124_4_39_,|94_124_5_43_,,,,
125,,,,,,,,,,
126,,,,,,,,,,
127,,,,,,|87_127_5_40_,|122_127_6_61_,,|120_127_8_60_,
128,,,|123_128_2_62_,,,,,,,
129,,,,,,,|124_129_6_63_,,,
130,,,,,|113_130_4_56_,,,,,
131,,,,,,,,,,
132,,,|127_132_2_64_,,,|101_132_5_49_,,,,
133,,,,,|103_133_4_50_,,,,,
134,,,,,,,,,,
135,,,,,,,|130_135_6_65_,,,
136,,,,,|118_136_4_59_,,,,,
137,,,,,,,,,,
138,,,,,,,,,,
139,,,,,,|108_139_5_53_,,,,
140,,,,,,,,,|114_140_8_57_,
141,,,,,,,,,,
142,,,,,,,,,,
143,,,,,,,,,,
144,,,,,,,,,|144_144_8_69_,
145,,,,,,,,,,
146,,,,,,,|141_146_6_68_,,,
147,,,,,,,,,,
148,,,,,,,,,,
149,,,,,,,,,,
150,,,,,|131_150_4_66_,,|145_150_6_70_,,,
151,,,,,,,,,|151_151_8_72_,
152,,,,,,,,,,
153,,,,,,,,,,
154,,|133_154_1_67_,,,,,,,,
155,,,,,,,,,,
156,,,,,,,,,,
157,,,,,,,,,,
158,,,,,,,|153_158_6_73_,,|158_158_8_76_,
159,,,,,,,,,|159_159_8_77_,
160,,|150_160_1_71_,,,,,,,,
161,,,,,,,,,,
162,,,|157_162_2_75_,,,,,,,
163,,,,,,,,,,
164,,,,,,,,,,
165,,,,,|165_165_4_78_,,,,,
166,,,,,,,,,,
167,,,,,,,,,,
168,,,,,,,,,,
169,,,,,,,,,|169_169_8_80_,
170,,,,,,,,,,
171,,,,,,,,,,
172,,,,,,,,,,
173,,,,,,,,,,
174,,,,,,|173_174_5_81_,,,|174_174_8_82_,
175,,,,,,,,,,
176,,,,,,,,,,
177,,,,,,,,,,
178,,|175_178_1_83_,,,,,,,,
179,,,,,,,,,,
180,,,,,,,,,,
181,,,,,,,,,,
182,,,,,,,,,,
183,,|183_183_1_88_,,,,,|178_183_6_85_,,,
184,,,,,,,,,,
185,,,,,,,,,,
186,,,,,|154_186_4_74_,,,,,
187,,,,,,,,,,
188,,,,,,|185_188_5_89_,,,,
189,,|182_189_1_87_,,,,,,,,
190,,,,,,,,,,
191,,,,,,,,,,
192,,,,,,,,,,
193,,,,,,,,,,
194,,|194_194_1_93_,,,,,,,,
195,,|167_195_1_79_,|190_195_2_90_,,,,,,,
196,,,,,,,,,,
197,,,,,,,|192_197_6_91_,,,
198,,,|193_198_2_92_,,,,,,,
199,,,,,,,,,,
200,,,|195_200_2_94_,,,,,,,
201,,,,,,,,,,
202,,,,,|177_202_4_84_,,,,|202_202_8_99_,
203,,,,,,,|198_203_6_96_,,,
204,,,|199_204_2_97_,,,,,,,
205,,,|200_205_2_98_,,,,,,,
206,,,,,,,,,,
207,,,,,,,,,,
208,,,|203_208_2_100_,,,,,,,
209,,,,,,,,,,
210,,,,,,,,,,
211,,,|206_211_2_102_,,,,,,,
212,,|212_212_1_105_,,,,,|207_212_6_103_,,,
213,,,,,,,,,,
214,,,,,,,,,,
215,,,,,,,,,,
216,,,,,,,,,,
217,,,,,,|179_217_5_86_,,,,
218,,,,,,,,,,
219,,,,,,,,,,
220,,,,,,,,,,
221,,,,,,,,,,
222,,,,,,,,,,
223,,,|218_223_2_108_,,|216_223_4_106_,,,,,
224,,,,,,,,,|224_224_8_110_,
225,,,,,,,,,,
226,,,,,,,,,,
227,,,,,,,,,,
228,,,,,,,,,|228_228_8_113_,
229,,,,,,,,,,
230,,,,,,,|225_230_6_111_,,,
231,,,,,,,,,,
232,,,,,|204_232_4_101_,,,,,
233,,,,,,,,,,
234,,,,,|197_234_4_95_,,,,,
235,,,,,,,,,,
236,,,,,,,,,,
237,,,,,,,,,,
238,,,,,,,,,,
239,,,,,,,,,,
240,,,,,,,|235_240_6_117_,,,
241,,,,,,,,,,
242,,,,,,,|237_242_6_118_,,,
243,,,,,|217_243_4_107_,|230_243_5_115_,,,,
244,,,,,,,,,|240_244_8_119_,
245,,,,,,,,,|241_245_8_120_,
246,,,,,,,,,,
247,,,,,,,,,,
248,,,,,,|211_248_5_104_,,,,
249,,,,,,,,,,
250,,|227_250_1_112_,,,|220_250_4_109_,,,,|246_250_8_122_,
251,,,,,,,,,,
252,,,,,,,,,,
253,,,,,|252_253_4_124_,,,,,
254,,,,,,,,,,
255,,,,,,,,,,
256,,,,,,,,,,
257,,,,,,,,,,
258,,,,,,,,,,
259,,,,,,,,,|255_259_8_126_,
260,,,,,|229_260_4_114_,,,,|256_260_8_127_,
261,,,,,,,,,,
262,,,,,,,,,|258_262_8_128_,
263,,,,,,|251_263_5_123_,,,,
264,,,,,,,,,,
265,,,,,,,,,,
266,,,,,,,,,,
267,,,,,,,,,,
268,,,,,,,,,,
269,,,,,,,,,,
270,,,|264_270_2_129_,,,|234_270_5_116_,,,,
271,,,,,,,,,,
272,,,,,,,,,,
273,,,,,,,,,,
274,,,,,,,,,,
275,,,,,,,,,|275_275_8_133_,
276,,,,,,,,,,
277,,,,,,,,,,
278,,,,,|245_278_4_121_,,|273_278_6_132_,,,
279,,,,,|253_279_4_125_,,,,,
280,,,,,,,,,,
281,,,,,,,,,,
282,,,,,,,,,,
283,,,,,,,,,,
284,,,,,,,,,,
285,,,,,,,,,,
286,,,,,,,,,,
287,,,,,,,,,,
288,,,,,,,,,,
289,,,,,,,|284_289_6_137_,,,
290,,,,,,,,,,
291,,,,,,,,,,
292,,,,,,,|287_292_6_138_,,,
293,,,,,,,,,,
294,,,,,,,,,|294_294_8_143_,
295,,,,,,,,,,
296,,,,,,,,,|292_296_8_141_,
297,,,,,,,,,,
298,,,,,,,,,,
299,,,,,,,,,,
300,,,,,,,,,,
301,,,,,|299_301_4_148_,,,,,
302,,,,,,,,,,
303,,,,,,,,,,
304,,,,,,,,,,
305,,,,,,,,,,
306,,|271_306_1_131_,,,,,,,,
307,,,,,,,,,,
308,,,,,,|268_308_5_130_,,,,
309,,,,,,,,,,
310,,,,,,,,,|277_310_8_134_,
311,,,,,,,,,,
312,,,,,,,,,,
313,,|278_313_1_135_,,,,,,,,
314,,,,,|293_314_4_142_,,,,,
315,,,,,,,,,,
316,,,,,,,,,,
317,,,,,,,,,,
318,,,,,,,,,,
319,,,,,,,,,,
320,,,,,,,,,,
321,,|313_321_1_154_,,,|283_321_4_136_,,,,,
322,,,,,,,,,,
323,,,,,,|288_323_5_139_,,,,
324,,,,,,,,,,
325,,,,,|319_325_4_158_,|297_325_5_146_,,,|325_325_8_162_,
326,,|295_326_1_144_,,,,,,,,
327,,,,,,,,,,
328,,,,,,,,,,
329,,,,,|329_329_4_164_,|291_329_5_140_,,,,
330,,|326_330_1_163_,|306_330_2_151_,,,,,,,
331,,|316_331_1_156_|331_331_1_165_,,,,,|308_331_6_153_,,,
332,,,,,,,,,,
333,,,,,,,,,,
334,,|296_334_1_145_,,,,,,,|333_334_8_166_,
335,,,|302_335_2_149_,,,|304_335_5_150_,,,,
336,,,,,,|298_336_5_147_,,,|336_336_8_168_,
337,,,,,,,,,,
338,,,,,,,,,,
339,,,,,,,,,,
340,,,,,,,,,|340_340_8_170_,
341,,,,,,,,,,
342,,,,,|339_342_4_169_,,,,,
343,,,,,,,,,,
344,,,,,,,,,,
345,,,,,,,,,,
346,,,,,,,,,,
347,,|307_347_1_152_,,,,,,,,
348,,,,,,,,,,
349,,,,,,,,,,
350,,|324_350_1_161_,,,,,,,,
351,,,,,,,,,,
352,,,|334_352_2_167_,,|315_352_4_155_,,,,,
353,,,,,,,,,,
354,,,,,,,,,,
355,,,,,,|317_355_5_157_,,,,
356,,,,,,,,,,
357,,,,,|349_357_4_173_,,,,,
358,,,,,|321_358_4_159_,,,,|358_358_8_181_,
359,,,,,,,,,,
360,,,,,|323_360_4_160_,,,,,
361,,,,,,,,,,
362,,,,,,,,,,
363,,,,,,,,,,
364,,,,,,,,,,
365,,,|347_365_2_172_,,,,,,,
366,,,,,,,,,,
367,,,,,|365_367_4_186_,|346_367_5_171_,,,|367_367_8_188_,
368,,,,,,,,,,
369,,,,,,,,,,
370,,,,,,,,,,
371,,,|353_371_2_177_,,,,,,,
372,,,,,,,,,,
373,,,,,,,,,,
374,,,,,,,,,,
375,,,,,,,,,,
376,,,,,,,|357_376_6_180_,,,
377,,,,,,,,,,
378,,,,,,,,,,
379,,,,,,,,,,
380,,,,,,,,,,
381,,,,,,,,,,
382,,,,,,,|361_382_6_184_,,,
383,,,|359_383_2_182_,,,,,,,
384,,,,,|350_384_4_174_,,,,,
385,,|384_385_1_195_,,,,,|364_385_6_185_,,,
386,,,,,|352_386_4_176_,,,,,
387,,,,,,|356_387_5_179_,,,|385_387_8_196_,
388,,,,,,,,,,
389,,,,,|355_389_4_178_,|380_389_5_194_,,,,
390,,,,,,,,,,
391,,,,,,|351_391_5_175_,,,,
392,,,,,,,,,,
393,,,,,,,|371_393_6_191_,,,
394,,,|370_394_2_190_,,,,,,,
395,,|377_395_1_192_,,,|360_395_4_183_,,,,,
396,,,,,,,,,,
397,,,,,,,,,,
398,,,,,,,,,,
399,,|390_399_1_200_,,,,,,,,
400,,,,,,,,,,
401,,|401_401_1_205_,,,,,,,,
402,,,,,,,,,,
403,,|366_403_1_187_,,,,,,,,
404,,,,,,,,,,
405,,,,,,,,,,
406,,,,,,,,,,
407,,,,,,,,,,
408,,,|386_408_2_197_,,,|368_408_5_189_,,,,
409,,,,,|406_409_4_207_,,,,,
410,,|388_410_1_199_,,,|408_410_4_209_,,,,,
411,,,,,,,,,,
412,,,,,,,,,,
413,,,,,,,,,,
414,,,,,,,,,,
415,,,,,,,,,,
416,,,,,,,,,|414_416_8_211_,
417,,,,,|394_417_4_203_,|378_417_5_193_,,,,
418,,,,,|392_418_4_202_,,,,,
419,,,,,,,,,,
420,,,|391_420_2_201_,,,,,,,
421,,,,,,,,,,
422,,,,,,,,,,
423,,,,,,,,,,
424,,,,,,|387_424_5_198_,,,,
425,,,,,,,,,,
426,,,,,,,,,,
427,,,,,,,,,,
428,,,,,,,,,,
429,,,,,,,,,,
430,,,,,,,,,|407_430_8_208_,
431,,,,,|431_431_4_221_,|430_431_5_220_,,,,
432,,,,,,,,,,
433,,,,,,,,,,
434,,,,,,,,,|434_434_8_223_,
435,,,,,,,,,,
436,,,,,,,,,,
437,,,,,,,,,,
438,,,,,,|399_438_5_204_,,,,
439,,,|417_439_2_214_,,|402_439_4_206_,,,,,
440,,,,,|429_440_4_219_,,,,,
441,,,|415_441_2_212_|438_441_2_225_,,,,,,,
442,,,,,,,,,,
443,,,,,,,,,,
444,,,,,,,,,,
445,,,,,,,,,,
446,,,,,,,,,,
447,,,,,,,,,,
448,,,,,,,,,,
449,,,,,|410_449_4_210_,,,,,
450,,,,,,,,,,
451,,,,,,,,,|451_451_8_227_,
452,,,,,,,,,,
453,,,,,,|416_453_5_213_,,,,
454,,,,,,,,,,
455,,,,,,,,,,
456,,,,,,,,,,
457,,,,,,,,,,
458,,,,,,,,,,
459,,,,,,,,,|459_459_8_231_,
460,,,,,,,,,,
461,,,,,,,|458_461_6_230_,,,
462,,|422_462_1_215_,,,,,,,,
463,,|423_463_1_216_,,,|424_463_4_217_,,,,,
464,,,,,,|462_464_5_233_,,,,
465,,,,,,,,,,
466,,,,,,,,,|426_466_8_218_,
467,,,,,,,,,,
468,,,,,,,,,,
469,,,,,,,,,,
470,,,,,|435_470_4_224_,,,,,
471,,,,,,,,,|471_471_8_238_,
472,,|432_472_1_222_,,,,,|467_472_6_236_,,,
473,,,,,,,,,,
474,,,,,,,,,,
475,,,,,,,,,,
476,,,,,,,,,,
477,,,,,,,,,,
478,,,,,,,,,,
479,,,,,,,,,,
480,,,,,,,,,,
481,,,,,,,,,|470_481_8_237_,
482,,,,,,,,,,
483,,,,,,,,,,
484,,,|480_484_2_243_,,,,,,,
485,,,,,,,,,,
486,,,,,|447_486_4_226_,,,,|486_486_8_246_,
487,,,,,,,,,,
488,,,,,,,,,,
489,,,,,,,,,,
490,,,,,|455_490_4_228_,,|487_490_6_247_,,,
491,,,,,,,,,,
492,,,,,,,,,,
493,,,,,,|477_493_5_240_,,,,
494,,,,,,,,,,
495,,,,,|456_495_4_229_,,,,,
496,,,,,,,,,,
497,,,,,,,,,,
498,,,,,,,,,,
499,,,,,,,,,,
500,,,,,,,|496_500_6_252_,,,
501,,|482_501_1_244_,|498_501_2_254_,,,,,,|461_501_8_232_,
502,,,|499_502_2_255_,,,,,,,
503,,,,,,,,,,
504,,,,,,,,,|466_504_8_235_,
505,,|465_505_1_234_,|502_505_2_256_,,,,,,,
506,,,,,,,,,,
507,,,,,,,,,,
508,,,,,|488_508_4_248_,,,,,
509,,,,,|474_509_4_239_,|478_509_5_241_,,,,
510,,,,,,,,,,
511,,,,,,,,,,
512,,|508_512_1_259_,,,,,,,,
513,,|509_513_1_260_,,,|479_513_4_242_,,,,,
514,,,,,,,|510_514_6_261_,,,
515,,,,,,|483_515_5_245_,,,|514_515_8_262_,
516,,,,,,,,,,
517,,,,,,,,,,
518,,,,,,,,,,
519,,,,,,,,,,
520,,,,,,,,,|520_520_8_266_,
521,,,,,,,,,,
522,,,,,,,,,,
523,,,,,,,,,|523_523_8_268_,
524,,,,,,,,,,
525,,,,,,,,,,
526,,,,,|497_526_4_253_,,,,,
527,,,,,,,,,,
528,,,,,|489_528_4_249_,,,,,
529,,|504_529_1_257_,,,,,,,|490_529_8_250_|493_529_8_251_,
530,,,,,,,,,,
531,,,,,,,,,,
532,,,,,,,,,,
533,,,,,,,,,,
534,,,,,,,,,,
535,,,|535_535_2_275_,,|526_535_4_269_,,,,,
536,,,|536_536_2_276_,,,,,,,
537,,,,,,,,,|530_537_8_271_,
538,,,,,,,,,,
539,,,,,,,,,,
540,,,,,,,,,,
541,,,,,,,|537_541_6_277_,,,
542,,,,,,,,,,
543,,,,,,,,,,
544,,,,,,,,,,
545,,,,,|515_545_4_263_,,,,,
546,,|516_546_1_264_,,,,,,,|507_546_8_258_,
547,,|540_547_1_279_,,,,,,,,
548,,,,,,,,,,
549,,,,,,,,,,
550,,,,,|550_550_4_286_,,|545_550_6_282_,,,
551,,,|547_551_2_284_,,,,,,,
552,,,,,,,|546_552_6_283_,,,
553,,,,,,,,,,
554,,,,,,,,,,
555,,,,,,,,,,
556,,,,,,,,,,
557,,,,,,|522_557_5_267_,,,,
558,,,,,,,,,,
559,,,,,,|519_559_5_265_,,,,
560,,|560_560_1_290_,,,|558_560_4_289_,,,,,
561,,,,,,,,,,
562,,,,,,,,,|562_562_8_292_,
563,,,,,|541_563_4_280_,,,,,
564,,,,,|531_564_4_272_,,,,,
565,,,,,,,,,,
566,,,,,|566_566_4_295_,,,,,
567,,,,,,,|561_567_6_291_,,,
568,,,,,,|528_568_5_270_,,,,
569,,,,,,,|563_569_6_293_|564_569_6_294_,,,
570,,,,,,,,,,
571,,,,,,|538_571_5_278_,,,|571_571_8_298_,
572,,,|567_572_2_296_,,|532_572_4_273_,,,,,
573,,,,,,,,,,
574,,,,,,|534_574_5_274_,,,,
575,,,,,,,,,,
576,,,,,,,,,,
577,,,,,|576_577_4_301_,,,,|554_577_8_287_,
578,,,,,,,,,,
579,,,,,,,,,,
580,,,,,,,,,,
581,,,,,,,,,,
582,,,,,,,,,|542_582_8_281_,
583,,,,,,,,,,
584,,,,,,,,,|584_584_8_306_,
585,,,,,,,,,|585_585_8_307_,
586,,,,,,,,,,
587,,,,,|548_587_4_285_,,,,,
588,,,,,,,,,,
589,,,,,,,,,,
590,,,,,|579_590_4_303_,,,,|557_590_8_288_,
591,,,,,,,,,,
592,,,,,,,,,,
593,,,,,|569_593_4_297_,,,,,
594,,,,,,,,,,
595,,,,,,,,,|593_595_8_311_,
596,,,,,,,,,,
597,,|596_597_1_313_,|591_597_2_310_,,,,,,,
598,,,,,,,,,,
599,,,,,,,,,,
600,,,,,,,,,,
601,,,,,,,,,,
602,,,|598_602_2_314_,,,,,,,
603,,,,,,,,,,
604,,,,,,,,,,
605,,,|601_605_2_316_,,,,,,,
606,,,,,,,,,,
607,,,,,,,,,,
608,,,,,,,,,,
609,,,|605_609_2_319_,,,,,,,
610,,,,,|586_610_4_308_,,,,,
611,,,,,|573_611_4_299_,,,,,
612,,,,,,,,,,
613,,,,,,,,,,
614,,,,,|595_614_4_312_,|574_614_5_300_,|609_614_6_320_,,,
615,,|615_615_1_322_,,,|590_615_4_309_,,,,,
616,,,,,,,,,,
617,,,,,,,,,,
618,,,,,,|578_618_5_302_,,,,
619,,,,,,,,,,
620,,,,,,|582_620_5_304_,,,,
621,,,|617_621_2_323_,,|583_621_4_305_,,,,,
622,,,,,,,,,,
623,,,,,,,,,,
624,,,,,,,,,,
625,,,,,,,,,,
626,,,|622_626_2_326_,,,,,,,
627,,,,,|625_627_4_328_,,,,,
628,,,,,,,,,,
629,,,,,,,,,,
630,,,,,|604_630_4_318_,,,,,
631,,,,,|627_631_4_329_,,,,,
632,,,,,,,,,,
633,,,,,,,,,,
634,,,,,,,,,,
635,,,,,,,,,,
636,,,|632_636_2_332_,,,,,,,
637,,,,,,,,,|600_637_8_315_|602_637_8_317_,
638,,,,,,,,,,
639,,,|635_639_2_334_,,,,,,,
640,,,,,|614_640_4_321_,,,,,
641,,,,,,,,,,
642,,,,,,,,,,
643,,,,,,,,,,
644,,,,,,,,,,
645,,,,,,|637_645_5_336_,,,,
646,,,,,,,,,,
647,,|646_647_1_341_,,,,,|642_647_6_339_,,,
648,,,,,,,,,,
649,,,,,,,,,,
650,,,,,,,,,,
651,,,,,,,,,,
652,,,,,,,,,,
653,,,,,,|619_653_5_324_,,,,
654,,,,,,,,,,
655,,,,,,,,,,
656,,,,,,,,,,
657,,,,,,,,,,
658,,,|654_658_2_345_,,,,,,|621_658_8_325_,
659,,,,,|623_659_4_327_,|650_659_5_342_,,,|636_659_8_335_,
660,,,,,,,,,,
661,,,,,,,,,,
662,,,,,,,,,,
663,,,|659_663_2_348_,,|633_663_4_333_,,,,,
664,,,,,,,,,,
665,,,|661_665_2_350_,,,,,,,
666,,,,,,,,,|630_666_8_330_|631_666_8_331_,
667,,,,,,,,,,
668,,,,,,,,,,
669,,,,,,,,,,
670,,,,,,|639_670_5_338_,,,,
671,,,,,,,,,,
672,,,,,|638_672_4_337_,,,,|645_672_8_340_,
673,,,,,,,,,|665_673_8_353_,
674,,,,,,,,,,
675,,,,,,,,,,
676,,,,,,,,,,
677,,,,,,,,,,
678,,|655_678_1_346_,,,,,,,,
679,,,,,,,,,|679_679_8_358_,
680,,,,,,,,,,
681,,,,,|651_681_4_343_,,,,,
682,,,,,,,,,,
683,,,,,,,,,,
684,,,|680_684_2_359_,,,,,,,
685,,,,,,,,,,
686,,,,,,,,,,
687,,,,,,,,,,
688,,,,,|664_688_4_352_,,,,,
689,,,,,,,,,,
690,,,,,,,,,,
691,,,,,,,,,,
692,,,,,,,,,,
693,,,|689_693_2_363_,,|653_693_4_344_,,,,,
694,,|682_694_1_361_,,,,,,,,
695,,|658_695_1_347_,,,,,,,,
696,,,,,,,,,|695_696_8_367_|696_696_8_368_,
697,,,|693_697_2_366_,,,,,,,
698,,,,,,,,,,
699,,,,,|666_699_4_354_,,,,,
700,,,,,,,,,|660_700_8_349_,
701,,,,,,,,,,
702,,,,,|668_702_4_355_,,,,,
703,,,,,,|663_703_5_351_,,,,
704,,,,,,,,,,
705,,,,,,,,,,
706,,|706_706_1_370_,,,,,,,,
707,,,,,,,,,,
708,,,,,,,,,,
709,,,,,,|677_709_5_357_,,,,
710,,,,,,,,,|710_710_8_372_,
711,,,,,,,,,,
712,,,,,,,,,|712_712_8_374_,
713,,,,,,,,,,
714,,,,,|674_714_4_356_,,,,,
715,,,,,,,,,,
716,,,,,,,,,,
717,,,,,,,,,,
718,,,,,,,,,,
719,,,,,,,,,,
720,,,|716_720_2_376_,,,|681_720_5_360_,|717_720_6_377_,,,
721,,,,,,,,,,
722,,,,,|714_722_4_375_,|683_722_5_362_,,,,
723,,,,,,,,,,
724,,,,,,,,,,
725,,,,,,,,,|725_725_8_379_,
726,,,,,,|690_726_5_364_,,,,
727,,,,,,,,,,
728,,,,,,,,,|728_728_8_381_,
729,,,,,|692_729_4_365_,,,,,
730,,,,,,,,,,
731,,,,,,,,,,
732,,,,,,,,,,
733,,,,,,,,,,
734,,,,,,,,,,
735,,,,,,,,,,
736,,,,,,|699_736_5_369_,,,,
737,,,,,,,,,,
738,,,,,,,,,,
739,,,,,,,,,,
740,,,,,,,,,|740_740_8_384_,
741,,,,,,,,,,
742,,,,,,,,,,
743,,,,,,,,,,
744,,,,,,,,,,
745,,,,,,,,,,
746,,,,,,,,,|746_746_8_386_,
747,,,,,,,,,,
748,,,,,|711_748_4_373_,|708_748_5_371_,,,,
749,,,,,,,,,,
750,,,,,,,,,,
751,,,,,,,,,,
752,,,,,,,,,,
753,,,|748_753_2_387_,,,,,,,
754,,,,,,,,,,
755,,,,,,,,,,
756,,,,,,,,,,
757,,,,,,|719_757_5_378_,,,,
758,,,,,,,|753_758_6_390_,,,
759,,,|754_759_2_391_,,,,,,,
760,,,,,|727_760_4_380_,,|755_760_6_392_,,,
761,,,,,,,,,,
762,,,,,,,,,,
763,,,,,,,,,,
764,,,,,,,,,,
765,,,,,,,,,,
766,,,,,,,,,,
767,,,,,,,,,,
768,,,,,,,,,,
769,,,,,,,|764_769_6_394_,,,
770,,,,,|733_770_4_382_,,|765_770_6_395_,,,
771,,,,,,,,,,
772,,,,,,,,,,
773,,,,,,,,,,
774,,,,,,,,,,
775,,,,,,,,,,
776,,,,,|736_776_4_383_|767_776_4_396_,,,,,
777,,,,,,,,,,
778,,,,,,,,,,
779,,,,,,,,,,
780,,,,,,,,,,
781,,,,,,,,,|781_781_8_400_,
782,,,,,,,,,,
783,,,,,|779_783_4_398_,,,,|743_783_8_385_,
784,,,,,,,,,,
785,,,,,,,,,,
786,,,,,,,,,,
787,,,,,,,,,,
788,,,,,,,,,|788_788_8_404_,
789,,,,,,,,,|789_789_8_405_,
790,,,,,,,,,|751_790_8_388_,
791,,,,,,,,,,
792,,,,,,|752_792_5_389_,,,,
793,,,,,,,,,,
794,,,,,,,,,,
795,,,|790_795_2_406_,,,,,,,
796,,,,,,,,,,
797,,,,,,,,,|796_797_8_408_,
798,,,,,,,,,|798_798_8_409_,
799,,,,,,,,,,
800,,,|795_800_2_407_,,,,,,|787_800_8_403_|800_800_8_410_,
801,,,,,|784_801_4_402_,,,,,
802,,,,,|763_802_4_393_,,,,,
803,,,,,,,,,,
804,,,,,,,,,,
805,,,,,,,,,|805_805_8_414_,
806,,,,,,,,,,
807,,,,,,,,,,
808,,,|803_808_2_412_,,,,,,,
809,,,,,,,,,,
810,,,,,,,,,,
811,,,,,,,,,,
812,,,,,,,,,,
813,,,,,,,,,,
814,,,,,,,,,,
815,,,,,,,,,,
816,,,,,|807_816_4_415_,,|811_816_6_416_,,|816_816_8_418_,
817,,,,,|777_817_4_397_,,,,|817_817_8_419_,
818,,,,,,,,,,
819,,,,,|780_819_4_399_,,,,,
820,,,,,,,,,,
821,,,,,,,,,,
822,,,,,,,,,,
823,,,,,|783_823_4_401_,,,,,
824,,,,,,,,,,
825,,,,,,,,,,
826,,,,,,,,,,
827,,,,,,,,,,
828,,,,,,,,,,
829,,,,,|804_829_4_413_,,,,,
830,,,,,,,,,,
831,,,,,,,,,,
832,,,,,,,,,,
833,,,,,,,,,,
834,,,,,,,|832_834_6_423_,,,
835,,,,,,,,,,
836,,,,,,,,,,
837,,,,,,,,,,
838,,,,,|801_838_4_411_,,,,,
839,,,,,,,,,,
840,,,,,,,,,,
841,,,|839_841_2_425_,,,,,,,
842,,,,,,,,,,
843,,,|841_843_2_426_,,,,,,,
