tickNumber,in27,B14,B11,
178,,|178_178_1_90_,,
179,,,,
180,,,,
181,,|141_181_1_76_,,
182,,,,
183,,,,
184,,,,
185,,|182_185_1_91_,,
186,,,,
187,,,,
188,,,|148_188_2_79_,
189,,,,
190,|184_190_0_92_,,,
191,,,,
192,,,,
193,|192_193_0_98_,,,
194,,,,
195,,|185_195_1_93_,,
196,,,|186_196_2_94_,
197,|196_197_0_100_,,,
198,,,,
199,,,|191_199_2_97_,
200,,,|200_200_2_103_,
201,,,,
202,,,|198_202_2_102_,
203,,,,
204,,|204_204_1_105_,,
205,,,,
206,,,,
207,,,,
208,,|208_208_1_107_,,
209,,,,
210,|209_210_0_108_,,,
211,,,|171_211_2_86_,
212,,,|207_212_2_106_,
213,,,,
214,,,,
215,,,,
216,,,,
217,,,|177_217_2_89_,
218,,,,
219,,,,
220,,,,
221,,,,
222,,,,
223,,,,
224,,,,
225,,,,
226,,,,
227,,|188_227_1_95_,|195_227_2_99_,
228,,|222_228_1_115_,|197_228_2_101_|203_228_2_104_,
229,,|219_229_1_113_,|189_229_2_96_,
230,,|223_230_1_116_,|211_230_2_109_,
231,,,,
232,,,,
233,,|227_233_1_118_,,
234,,,,
235,,,,
236,,,,
237,,,,
238,,|236_238_1_123_,,
239,,,,
240,,|233_240_1_121_,,
241,,,,
242,,,,
243,,,,
244,,,,
245,,,,
246,,,|241_246_2_126_,
247,,|247_247_1_131_,,
248,,|213_248_1_110_,,
249,,,,
250,,,,
251,,,,
252,,|239_252_1_124_,|251_252_2_133_,
253,,,|242_253_2_127_,
254,,,,
255,,,,
256,,,|216_256_2_111_|221_256_2_114_,
257,,,|217_257_2_112_,
258,,,,
259,,,|246_259_2_130_,
260,,|256_260_1_137_,,
261,,,,
262,,|228_262_1_119_,,
263,,,,
264,,,,
265,,,,
266,|229_266_0_120_|255_266_0_136_,|261_266_1_141_,|226_266_2_117_,
267,,,,
268,,,|262_268_2_142_,
269,,,|253_269_2_134_,
270,,,|265_270_2_143_,
271,,,,
272,,,|258_272_2_139_,
273,,,,
274,,,|234_274_2_122_|273_274_2_147_,
275,,,,
276,,|276_276_1_150_,,
277,,,,
278,,|240_278_1_125_,|275_278_2_149_,
279,,,,
280,,,,
281,,|274_281_1_148_,|270_281_2_145_,
282,,,,
283,,,|243_283_2_128_,
284,,,|244_284_2_129_,
285,,,,
286,,|284_286_1_156_|286_286_1_158_,,
287,,,|285_287_2_157_,
288,,,,
289,,,|249_289_2_132_|271_289_2_146_,
290,,,,
291,|280_291_0_154_,,|279_291_2_153_,
292,,,,
293,,,,
294,,,|254_294_2_135_,
295,,|257_295_1_138_,,
296,,,,
297,,,,
298,,,,
299,,|260_299_1_140_,,
300,|298_300_0_165_,,,
301,,,|267_301_2_144_,
302,,,,
303,,,,
304,,,,
305,,,,
306,,,,
307,,,|296_307_2_164_,
308,,,,
309,,,,
310,,,,
311,,|277_311_1_151_,,
312,,|282_312_1_155_,,
313,,,,
314,,,|299_314_2_166_,
315,|288_315_0_159_,,,
316,,,,
317,,,,
318,,,|278_318_2_152_,
319,,,|306_319_2_170_,
320,,|290_320_1_160_|301_320_1_168_,,
321,,,,
322,,|322_322_1_181_,,
323,,,,
324,,|308_324_1_171_,,
325,,,,
326,,,|314_326_2_175_,
327,,|323_327_1_182_,,
328,,|328_328_1_184_,,
329,,,,
330,,,,
331,,,|291_331_2_161_,
332,,,|292_332_2_162_,
333,,,|302_333_2_169_,
334,,,|294_334_2_163_,
335,,,,
336,,,,
337,,|316_337_1_177_|324_337_1_183_,,
338,,,,
339,,,,
340,,|319_340_1_179_,|300_340_2_167_,
341,,,,
342,,,,
343,,|335_343_1_188_,,
344,,,,
345,|311_345_0_173_,|315_345_1_176_,|313_345_2_174_,
346,,|310_346_1_172_,,
347,,,,
348,,,,
349,|318_349_0_178_,,,
350,,,,
351,,,,
352,,,,
353,,,,
354,,,|320_354_2_180_,
355,,,,
356,,,,
357,,,,
358,,,,
359,,,,
360,,,,
361,,|355_361_1_199_,,
362,,,,
363,,,,
364,,,|360_364_2_202_,
365,,|350_365_1_196_,|348_365_2_195_,
366,,,,
367,,,,
368,|340_368_0_190_,,,
369,|329_369_0_185_,,,
370,,,|368_370_2_206_,
371,,|338_371_1_189_,,
372,,,,
373,,,|333_373_2_186_,
374,,|334_374_1_187_,,
375,,,,
376,,,,
377,,,,
378,,,,
379,,,,
380,,|353_380_1_198_,,
381,,,,
382,,|346_382_1_194_,|342_382_2_191_,
383,|364_383_0_204_,,|343_383_2_192_|356_383_2_200_,
384,,,,
385,,,|345_385_2_193_,
386,,|363_386_1_203_,,
387,,,,
388,,,,
389,|351_389_0_197_,,,
390,,,,
391,,,,
392,,,,
393,,,,
394,,|382_394_1_215_,,
395,,,,
396,,,|380_396_2_213_,
397,,,|357_397_2_201_,
398,,|388_398_1_218_,,
399,,,,
400,,,,
401,,,|401_401_2_222_,
402,|374_402_0_209_,,|381_402_2_214_,
403,,,,
404,,,,
405,,,|365_405_2_205_,
406,,,,
407,,,,
408,,|369_408_1_207_,,
409,,,,
410,,,,
411,|376_411_0_211_,,,
412,,,,
413,,,|373_413_2_208_|412_413_2_226_,
414,,,,
415,,,|375_415_2_210_,
416,,,,
417,,,|395_417_2_219_,
418,,,|378_418_2_212_,
419,|386_419_0_216_,,|409_419_2_225_,
420,,,,
421,,,,
422,,,,
423,,,,
424,,,,
425,,,,
426,,|387_426_1_217_,|414_426_2_227_,
427,|425_427_0_235_,,,
428,,|415_428_1_228_,,
429,,,,
430,,,,
431,,,,
432,,,|400_432_2_221_,
433,,,,
434,,|404_434_1_223_,,
435,,,,
436,,,|434_436_2_239_,
437,,,,
438,,,|398_438_2_220_,
439,,,,
440,,,,
441,|417_441_0_230_,,,
442,,,,
443,,,|405_443_2_224_,
444,,,,
445,,,,
446,,,,
447,,,,
448,,,,
449,,,,
450,,,|418_450_2_231_,
451,,,|421_451_2_233_,
452,,,|450_452_2_249_,
453,|449_453_0_248_,,,
454,,|416_454_1_229_,,
455,,,,
456,,,,
457,,|423_457_1_234_,,
458,,,,
459,,,,
460,,,|420_460_2_232_,
461,,,,
462,,,,
463,,,,
464,,,|430_464_2_236_,
465,,,,
466,,|432_466_1_237_|453_466_1_250_,,
467,,,,
468,,,,
469,,|436_469_1_240_,,
470,,,,
471,,,,
472,,,|438_472_2_241_,
473,,|466_473_1_257_,|433_473_2_238_,
474,,,,
475,,,,
476,,,,
477,|461_477_0_254_,,,
478,,,,
479,,|459_479_1_253_,|439_479_2_242_,
480,,|440_480_1_243_,,
481,,|441_481_1_244_,,
482,,,|442_482_2_245_|479_482_2_262_,
483,|443_483_0_246_,,|457_483_2_251_,
484,,,,
485,|483_485_0_264_,,,
486,,,,
487,,,|448_487_2_247_|458_487_2_252_|469_487_2_259_,
488,,,,
489,,,,
490,,,,
491,,,|476_491_2_260_,
492,,,,
493,,,,
494,,,,
495,,,,
496,,,,
497,,,,
498,,,,
499,,,,
500,,,,
501,|464_501_0_256_,,,
502,,,|462_502_2_255_,
503,,,,
504,,,,
505,,,,
506,,,,
507,,,|467_507_2_258_,
508,,,,
509,,,,
510,,,,
511,,,,
512,,,,
513,,,,
514,,,,
515,,,,
516,,,,
517,|491_517_0_270_,,,
518,,|481_518_1_263_,|478_518_2_261_,
519,,|489_519_1_268_,,
520,,,,
521,,,,
522,,,,
523,,,,
524,,,|484_524_2_265_,
525,|488_525_0_267_,|486_525_1_266_,,
526,,,,
527,,,,
528,,,|498_528_2_273_,
529,,,,
530,,|490_530_1_269_,,
531,,,,
532,,|522_532_1_283_,|510_532_2_278_,
533,,,,
534,,|494_534_1_271_,,
535,,,|507_535_2_277_,
536,,,|519_536_2_281_,
537,,|497_537_1_272_,,
538,,,,
539,,,|503_539_2_274_,
540,,,,
541,,|504_541_1_275_,,
542,,,,
543,,,,
544,,,,
545,,,|505_545_2_276_,
546,,,,
547,,|514_547_1_280_,,
548,,,,
549,,,,
550,,|512_550_1_279_,,
551,,,,
552,,,,
553,,,,
554,,,,
555,,,,
556,,,,
557,,,,
558,,|554_558_1_298_,|536_558_2_288_,
559,,,,
560,,,|552_560_2_296_,
561,,|521_561_1_282_,|556_561_2_299_,
562,,,,
563,,,|523_563_2_284_,
564,,,|563_564_2_303_,
565,,,|525_565_2_285_,
566,,,,
567,,|532_567_1_287_,,
568,,,|528_568_2_286_,
569,,,,
570,,,,
571,,,,
572,,,,
573,,,|551_573_2_295_,
574,,,,
575,,,,
576,,,,
577,,,,
578,|538_578_0_289_,,,
579,,,,
580,,|540_580_1_290_,,
581,|544_581_0_293_,,|541_581_2_291_,
582,|543_582_0_292_,,,
583,,,,
584,,,,
585,,,,
586,,,,
587,,,|570_587_2_308_,
588,,,,
589,,|549_589_1_294_,,
590,,,,
591,,,,
592,,,,
593,|553_593_0_297_,|582_593_1_314_,,
594,,,,
595,,,,
596,,,|557_596_2_300_|565_596_2_304_,
597,,,,
598,,,,
599,,|559_599_1_301_,,
600,,,,
601,,,|561_601_2_302_|566_601_2_305_,
602,,,,
603,,,,
604,,|567_604_1_306_,,
605,,,|599_605_2_322_,
606,,,,
607,,,,
608,,,,
609,,,|569_609_2_307_,
610,,,,
611,,,|571_611_2_309_|605_611_2_326_,
612,,,,
613,,,,
614,,,|574_614_2_310_,
615,,|575_615_1_311_,,
616,,,|576_616_2_312_,
617,,|594_617_1_319_,,
618,,,|580_618_2_313_,
619,,,,
620,,,,
621,,,,
622,,,|583_622_2_315_,
623,,,,
624,,,,
625,,,,
626,,,,
627,,,|600_627_2_323_,
628,,,,
629,|589_629_0_316_,,,
630,,|590_630_1_317_,,
631,,,|628_631_2_338_,
632,,,|592_632_2_318_,
633,,,,
634,,,,
635,,,|632_635_2_340_,
636,,,|596_636_2_320_,
637,|597_637_0_321_,,,
638,,,,
639,,,,
640,,,,
641,,,|601_641_2_324_,
642,,,|602_642_2_325_,
643,,,,
644,,,,
645,,,,
646,,,,
647,,|607_647_1_327_,,
648,|608_648_0_328_,,,
649,,,,
650,,,|610_650_2_329_,
651,,,|611_651_2_330_,
652,,,,
653,,,,
654,,,,
655,,|616_655_1_332_,|615_655_2_331_,
656,,,,
657,,,,
658,,,|619_658_2_333_,
659,,,,
660,,,|620_660_2_334_,
661,,,,
662,,,,
663,,,,
664,,|624_664_1_335_,,
665,,,|625_665_2_336_|629_665_2_339_,
666,,|626_666_1_337_,|648_666_2_348_,
667,,,,
668,,,,
669,,,,
670,,,,
671,,,,
672,,,,
673,,,,
674,,,|634_674_2_341_,
675,,,,
676,,|636_676_1_342_,,
677,,,,
678,,,,
679,,|639_679_1_343_,,
680,,|640_680_1_344_,,
681,,,|641_681_2_345_,
682,,,|642_682_2_346_,
683,,,,
684,,,,
685,,,,
686,,,|646_686_2_347_,
687,,,,
688,,,,
689,,,,
690,,,,
691,,,,
692,,,|652_692_2_349_,
693,,,|655_693_2_351_,
694,,|654_694_1_350_,,
695,,,,
696,|656_696_0_352_,,,
697,|657_697_0_353_,,,
698,,,|658_698_2_354_,
699,,,,
700,,,,
701,,,,
702,|662_702_0_355_,,,
703,,,,
704,,,|665_704_2_356_,
705,,,,
706,,,|666_706_2_357_,
707,,,,
708,|668_708_0_358_,,,
709,,,,
710,|670_710_0_359_,,,
711,,,|675_711_2_361_,
712,,|678_712_1_364_,,
713,,,,
714,|674_714_0_360_,,,
715,,,,
716,,,|676_716_2_362_,
717,,|677_717_1_363_,,
718,,,,
719,,,|679_719_2_365_,
720,,,,
721,,,,
722,,,|682_722_2_366_,
723,,,|685_723_2_368_,
724,,,|684_724_2_367_,
725,,,,
726,,,,
727,,|688_727_1_369_,,
728,,|689_728_1_370_,,
729,,,,
730,,,|690_730_2_371_,
731,,|692_731_1_372_,,
732,,,,
733,,,|695_733_2_373_,
734,,,,
735,,,,
736,,,|696_736_2_374_,
737,,,|700_737_2_376_,
738,,,|698_738_2_375_,
739,,,,
740,,,,
741,,,,
742,,,,
743,,,|703_743_2_377_,
744,,|705_744_1_378_,,
745,,,,
746,|706_746_0_379_,,,
747,,,,
748,,,|710_748_2_381_,
749,,|709_749_1_380_,,
750,,,,
751,,,,
752,,,|712_752_2_382_,
753,,,|713_753_2_383_,
754,,,,
755,,,,
756,|716_756_0_384_,,,
757,,,,
758,,|718_758_1_385_,,
759,|719_759_0_386_,,,
760,,,|720_760_2_387_,
761,,,,
762,,,|722_762_2_388_,
763,,,|723_763_2_389_,
764,,|724_764_1_390_,,
765,,,|725_765_2_391_,
766,,,,
767,,,,
768,,|765_768_1_402_,,
769,,,,
770,,,|730_770_2_392_,
771,,,,
772,,,,
773,,|733_773_1_393_,,
774,,,|734_774_2_394_,
775,,,,
776,,,,
777,,,,
778,,,,
779,,,,
780,,,,
781,,,,
782,,,,
783,,,,
784,,,,
785,,,|745_785_2_395_,
786,,,,
787,|747_787_0_396_,,,
788,,,,
789,,|749_789_1_397_,,
790,|750_790_0_398_,,,
791,,,,
792,,,,
793,,,,
794,,,,
795,,,,
796,,|756_796_1_399_,,
797,,,,
798,,,,
799,|759_799_0_400_,,,
800,,,|788_800_2_412_,
801,,,,
802,,,,
803,,,,
804,,,|764_804_2_401_,
805,,,,
806,,,,
807,,,,
808,,|768_808_1_403_,,
809,,,,
810,,,,
811,,,,
812,|794_812_0_415_,,,
813,,|773_813_1_404_,|774_813_2_405_,
814,,,,
815,,|775_815_1_406_,,
816,,,|776_816_2_407_,
817,,|777_817_1_408_,,
818,,,,
819,,,,
820,,,,
821,,,,
822,,,,
823,,,|783_823_2_409_|812_823_2_425_,
824,,,,
825,,|785_825_1_410_,,
826,,|786_826_1_411_,,
827,,,,
828,,,,
829,,,|789_829_2_413_,
830,,,,
831,,,,
832,,,,
833,,,|793_833_2_414_,
834,,,,
835,,,,
836,,,,
837,,,,
838,,,|798_838_2_416_,
839,,,|799_839_2_417_,
840,,|800_840_1_418_,,
841,,|801_841_1_419_,,
842,,|802_842_1_420_,,
843,,,|803_843_2_421_,
844,,,,
845,,,|805_845_2_422_,
846,,,,
847,,,,
848,,,|808_848_2_423_,
849,,,,
850,,,,
851,,|811_851_1_424_,,
852,,,,
853,,,,
854,,,,
855,,,|815_855_2_426_,
856,,,,
857,,|818_857_1_427_,,
858,,,,
859,,,,
860,,,,
861,,,,
862,,,,
863,,,,
864,,|824_864_1_428_,,
865,,|825_865_1_429_,,
866,,,|836_866_2_433_,
867,,,,
868,,,,
869,,,,
870,,|830_870_1_430_,,
871,,,|831_871_2_431_,
872,|832_872_0_432_,,,
873,,,,
874,,,,
875,,,,
876,,,,
877,,,|838_877_2_434_,
878,,,,
879,,,,
880,,,,
881,,,,
882,,,|842_882_2_435_,
883,,,,
884,,,,
885,,,|845_885_2_436_,
886,,,|846_886_2_437_|855_886_2_442_,
887,,,,
888,,,,
889,|849_889_0_438_,,,
890,,|850_890_1_439_,,
891,,,,
892,,,,
893,,|853_893_1_440_,,
894,,,|854_894_2_441_,
895,,,,
896,,|856_896_1_443_,,
897,,|857_897_1_444_,,
898,|864_898_0_447_,,,
899,,,,
900,,,,
901,,,,
902,,,|862_902_2_445_,
903,,|863_903_1_446_,,
904,,,,
905,,|865_905_1_448_,,
906,,,,
907,,,|867_907_2_449_,
908,,,,
909,,,,
910,,,|870_910_2_450_,
911,,,,
912,,,|872_912_2_451_,
913,,,,
914,,|874_914_1_452_,,
915,,,,
916,|876_916_0_453_,,,
917,,,,
918,,,,
919,,,,
920,,|880_920_1_454_,,
921,,,,
922,,,,
923,,,,
924,,,,
925,,,,
926,,|886_926_1_455_,,
927,,,|887_927_2_456_,
928,,,,
929,,|889_929_1_457_,,
930,,,|890_930_2_458_,
931,,|891_931_1_459_,,
932,,,|892_932_2_460_,
933,,,,
934,,,,
935,,,,
936,,,|896_936_2_461_,
937,,,,
938,,|898_938_1_462_,,
939,,,,
940,,,,
941,,,|901_941_2_463_,
942,,,|902_942_2_464_,
943,,,,
944,,,,
945,,,|905_945_2_465_,
946,,,,
947,,|907_947_1_466_,,
948,,,,
949,,,,
950,,|932_950_1_482_,,
951,,,,
952,,,|912_952_2_467_,
953,,,|917_953_2_471_,
954,,,|914_954_2_468_,
955,,|915_955_1_469_,,
956,,|916_956_1_470_,,
957,,,,
958,,,|918_958_2_472_,
959,,,,
960,,,|920_960_2_473_,
961,,|921_961_1_474_,,
962,,|922_962_1_475_,,
963,,,|923_963_2_476_,
964,,,,
965,,|925_965_1_477_,,
966,,|926_966_1_478_,,
967,,,|927_967_2_479_,
968,,,,
969,,|929_969_1_480_,,
970,,,|930_970_2_481_,
971,,,,
972,,,,
973,,,,
974,,|934_974_1_483_,,
975,,,,
976,,,,
977,,,|937_977_2_484_,
978,,,,
979,,,,
980,,,|940_980_2_485_,
981,,,,
982,,,,
983,,,|943_983_2_486_,
984,,,,
985,,,,
986,,,,
987,,,,
988,,,,
989,,,,
990,,,,
991,,,,
992,,,|952_992_2_487_,
993,,,|953_993_2_488_,
994,,,,
995,,,,
996,,,,
997,,,|957_997_2_489_,
998,,|958_998_1_490_,,
999,,,,
1000,,,,
1001,,|961_1001_1_491_,,
1002,,,,
1003,,,,
1004,,,,
1005,,,,
1006,,|966_1006_1_492_,,
1007,,,,
1008,|968_1008_0_493_,,,
1009,,,,
1010,,,,
1011,,,,
1012,,,,
1013,,,,
1014,,,,
1015,,|975_1015_1_494_,,
1016,,,,
1017,,,|986_1017_2_499_,
1018,,,|978_1018_2_495_,
1019,,|979_1019_1_496_,,
1020,,|980_1020_1_497_,,
1021,,,|981_1021_2_498_,
1022,,,,
1023,,,,
1024,,,,
1025,,,,
1026,,,,
1027,,,,
1028,|988_1028_0_500_,,,
1029,,,,
1030,,,,
1031,,,,
1032,,|992_1032_1_501_,,
1033,,,,
1034,,,|1020_1034_2_516_,
1035,,,,
1036,|996_1036_0_502_,,,
1037,,,|997_1037_2_503_,
1038,,,|998_1038_2_504_,
1039,,|999_1039_1_505_,,
1040,,,,
1041,,|1001_1041_1_506_,,
1042,,,|1002_1042_2_507_,
1043,,|1003_1043_1_508_,,
1044,,,,
1045,,,,
1046,|1022_1046_0_518_,|1006_1046_1_509_,,
1047,,,|1007_1047_2_510_,
1048,,,,
1049,,,,
1050,,,|1010_1050_2_511_,
1051,,,,
1052,,,|1012_1052_2_512_,
1053,,,,
1054,,,,
1055,|1015_1055_0_513_,,,
1056,,,,
1057,,,,
1058,,,|1018_1058_2_514_,
1059,,|1019_1059_1_515_,,
1060,,,,
1061,|1021_1061_0_517_,,,
1062,,,,
1063,,,,
1064,,,,
1065,,,,
1066,,,,
1067,,,,
1068,,,|1028_1068_2_519_,
1069,,,,
1070,,,,
1071,,,,
1072,,,,
1073,,,|1033_1073_2_520_,
1074,,,,
1075,,,|1035_1075_2_521_,
1076,,,,
1077,,,,
1078,,,|1038_1078_2_522_,
1079,,,,
1080,,,,
1081,,,|1041_1081_2_523_,
1082,,,,
1083,,,|1043_1083_2_524_,
1084,,,|1044_1084_2_525_,
1085,,,,
1086,|1046_1086_0_526_,,,
1087,,|1047_1087_1_527_,,
1088,,,,
1089,,,,
1090,,,|1050_1090_2_528_,
1091,,,,
1092,,,,
1093,,,,
1094,,,,
1095,,,,
1096,,,|1056_1096_2_529_,
1097,,|1057_1097_1_530_,,
1098,,,,
1099,,,,
1100,,,,
1101,,,,
1102,,|1062_1102_1_531_,,
1103,,,,
1104,,,,
1105,|1096_1105_0_544_,,,
1106,,,,
1107,,,,
1108,|1097_1108_0_545_,,,
1109,,,,
1110,,,|1070_1110_2_532_,
1111,,,,
1112,,,,
1113,,,,
1114,,,|1074_1114_2_533_,
1115,,|1075_1115_1_534_,,
1116,,,,
1117,,,,
1118,,,|1078_1118_2_535_,
1119,,,,
1120,,,,
1121,,,,
1122,,|1082_1122_1_536_,,
1123,,,|1083_1123_2_537_,
1124,,,|1084_1124_2_538_,
1125,,,,
1126,,,|1086_1126_2_539_,
1127,,|1087_1127_1_540_,,
1128,,,,
1129,,,,
1130,,,,
1131,,|1091_1131_1_541_,,
1132,,|1092_1132_1_542_,,
1133,|1093_1133_0_543_,,,
1134,,,,
1135,,,,
1136,,,,
1137,,,,
1138,,,|1098_1138_2_546_,
1139,,,|1099_1139_2_547_,
1140,,,,
1141,,,,
1142,,,|1102_1142_2_548_,
1143,,,,
1144,,,,
1145,,,,
1146,,,|1106_1146_2_549_,
1147,,|1107_1147_1_550_,,
1148,,,,
1149,,,,
1150,,,,
1151,,,,
1152,,,|1112_1152_2_551_,
1153,,,|1113_1153_2_552_,
1154,,|1114_1154_1_553_,,
1155,,,,
1156,,|1116_1156_1_554_,,
1157,,|1117_1157_1_555_,,
1158,,|1118_1158_1_556_,,
1159,,,,
1160,,,,
1161,,,|1121_1161_2_557_,
1162,,,|1122_1162_2_558_,
1163,,,,
1164,,,,
1165,,,|1125_1165_2_559_,
1166,,|1126_1166_1_560_,,
1167,,,,
1168,,|1128_1168_1_561_,,
1169,,|1129_1169_1_562_,,
1170,,,|1130_1170_2_563_,
1171,,|1131_1171_1_564_,,
1172,,,,
1173,,,,
1174,,|1134_1174_1_565_,,
1175,,,,
1176,,,,
1177,,,|1137_1177_2_566_,
1178,,,,
1179,,,,
1180,,|1140_1180_1_567_,,
1181,,,,
1182,,,,
1183,,,,
1184,,,,
1185,,,,
1186,,|1146_1186_1_568_,,
1187,,,|1147_1187_2_569_,
1188,,,|1148_1188_2_570_,
1189,,,|1149_1189_2_571_,
1190,,,|1150_1190_2_572_,
1191,,,|1151_1191_2_573_,
1192,|1152_1192_0_574_,,,
1193,,,|1153_1193_2_575_,
1194,,,,
1195,,,,
1196,,,,
1197,,,|1157_1197_2_576_,
1198,,,|1158_1198_2_577_,
1199,,,,
1200,,,,
1201,,,,
1202,,|1162_1202_1_578_,,
1203,|1163_1203_0_579_,,,
1204,,,|1164_1204_2_580_,
1205,,|1165_1205_1_581_,,
1206,,|1166_1206_1_582_,,
1207,,,,
1208,,,|1168_1208_2_583_,
1209,|1169_1209_0_584_,,,
1210,,,,
1211,,|1171_1211_1_585_,,
1212,,,,
1213,,|1173_1213_1_586_,|1174_1213_2_587_,
1214,,,,
1215,,,|1175_1215_2_588_,
1216,,,,
1217,,,,
1218,,,,
1219,,,,
1220,,,,
1221,,,,
1222,,,,
1223,,|1183_1223_1_589_,,
1224,,|1184_1224_1_590_,,
1225,,,|1185_1225_2_591_,
1226,,|1186_1226_1_592_,,
1227,,,,
1228,,|1188_1228_1_593_,,
1229,,,,
1230,,|1190_1230_1_594_,,
1231,,,,
1232,,,,
1233,,,|1193_1233_2_595_,
1234,,|1194_1234_1_596_,,
1235,,,|1195_1235_2_597_,
1236,,,|1196_1236_2_598_,
1237,,,|1197_1237_2_599_,
1238,,,,
1239,,,|1199_1239_2_600_,
1240,,,,
1241,,,,
1242,,,,
1243,|1203_1243_0_601_,,,
1244,,,,
1245,,,|1205_1245_2_602_,
1246,,|1206_1246_1_603_,,
1247,,|1207_1247_1_604_,,
1248,,,,
1249,,,,
1250,,,,
1251,,,|1211_1251_2_605_,
1252,,,,
1253,,,,
1254,,|1214_1254_1_606_,,
1255,,,,
1256,,,,
1257,,,|1217_1257_2_607_,
1258,,,,
1259,,,,
1260,,,,
1261,,,,
1262,,,,
1263,,,,
1264,,,,
1265,,,,
1266,,,,
1267,,,,
1268,,,,
1269,,,,
1270,,,|1230_1270_2_608_,
1271,,,,
1272,,,,
1273,,,|1233_1273_2_609_,
1274,,,|1234_1274_2_610_,
1275,,,,
1276,,|1236_1276_1_611_,,
1277,,,,
1278,,,,
1279,,,|1239_1279_2_612_,
1280,,,,
1281,,|1241_1281_1_613_,,
1282,,,|1242_1282_2_614_,
1283,,,,
1284,,,,
1285,,,,
1286,,,,
1287,,,|1247_1287_2_615_,
1288,,,|1248_1288_2_616_,
1289,,,,
1290,,,,
1291,,,,
1292,,,|1253_1292_2_617_,
1293,,,,
1294,,,|1254_1294_2_618_,
1295,,,|1255_1295_2_619_,
1296,,,,
1297,,,|1257_1297_2_620_,
1298,,,,
1299,,,,
1300,,,,
1301,,,,
1302,,,|1262_1302_2_621_,
