tickNumber,in27,B14,B11,cn12,B54,B51,os4,
101,,,,,|67_101_4_29_,|101_101_5_49_,|98_101_6_47_,
102,,,,,,,,
103,,|97_103_1_46_,,,,,,
104,,,,,,,,
105,,,,,,,|99_105_6_48_,
106,,,,,,,,
107,,,,,,,,
108,,,,,|95_108_4_44_,,,
109,,,,,|96_109_4_45_,,|71_109_6_31_,
110,,,,,,,,
111,,,,,,,,
112,,,,,,,,
113,,,,,,,,
114,,,,,,,,
115,,,,,,,,
116,,,,,,,|109_116_6_54_,
117,,,,,|103_117_4_50_,,,
118,,,,,,,,
119,,,,,,,,
120,,,,,,,,
121,,,,,|106_121_4_51_,,,
122,,,,,|107_122_4_52_,,|120_122_6_60_,
123,,,,,,,,
124,,,,,,|108_124_5_53_,,
125,,,,,,,,
126,,,,,,,,
127,,,,,,,,
128,,,,,|113_128_4_56_,,,
129,,,,,,,,
130,,,,,,,,
131,,,,,,|131_131_5_66_,|114_131_6_57_,
132,,,,,,,,
133,,,,,,,,
134,,,,,|118_134_4_59_,,,
135,,|122_135_1_61_|124_135_1_63_,,,,,,
136,,,,,,,|116_136_6_58_,
137,,,,,,,,
138,,,,,,,,
139,,,,,,,,
140,,,,,,,|127_140_6_64_,
141,,,,,,,,
142,,,,,,,,
143,,|130_143_1_65_,,,,,,
144,,,,,,,,
145,,,,,,,,
146,,,,,,,,
147,,,,,,,|111_147_6_55_,
148,,,,,,,,
149,,,,,,,,
150,,,,,,,,
151,,,,,|133_151_4_67_,,|151_151_6_72_,
152,,|141_152_1_68_,,,,,,
153,,,,,,,,
154,,,,,,,,
155,,,,,,,,
156,,|145_156_1_70_,,,,,,
157,,,,,,,,
158,,,,,,,|158_158_6_76_,
159,,,,,,,,
160,,|153_160_1_73_,,,,,,
161,,,,,,,|123_161_6_62_,
162,,,,,,,,
163,,,,,,,,
164,,,,,,,,
165,,,,,,,,
166,,,,,,,,
167,,,,,,,,
168,,,,,,,|159_168_6_77_,
169,,,,,,,|157_169_6_75_,
170,,,,,|150_170_4_71_,,,
171,,,,,,,,
172,,,,,,,,
173,,,,,,,,
174,,,,,,,,
175,,,,,|154_175_4_74_,,,
176,,,,,,,,
177,,,,,,,,
178,,,,,,,,
179,,,,,,,,
180,,,,,,,,
181,,,,,|177_181_4_84_,,|144_181_6_69_,
182,,,,,,,,
183,,,,,,,,
184,,,,,|165_184_4_78_,,,
185,,|178_185_1_85_,,,,,,
186,,,,,,,,
187,,,,,,,,
188,,,,,,,,
189,,,,,|167_189_4_79_,,,
190,,,,,,,,
191,,,,,,,|174_191_6_82_,
192,,,,,,,,
193,,,,,,,,
194,,,,,,,,
195,,,,,,,,
196,,,,,,,,
197,,,,,,|185_197_5_89_,|190_197_6_90_,
198,,,,,|175_198_4_83_,,,
199,,,,,,,,
200,,,,,|182_200_4_87_,,,
201,,,,,,,|193_201_6_92_,
202,,,,,,,|202_202_6_99_,
203,,,,,,,|195_203_6_94_,
204,,,,,,,,
205,,|198_205_1_96_,,,,,,
206,,,,,,,|199_206_6_97_,
207,,,,,|183_207_4_88_,,|200_207_6_98_,
208,,,,,,,|169_208_6_80_,
209,,,,,,,,
210,,,,,,,,
211,,,,,,|179_211_5_86_,|211_211_6_104_,
212,,,,,,,,
213,,,,,,|173_213_5_81_,,
214,,,,,,,,
215,,,,,,,,
216,,,,,,,,
217,,,,,,,,
218,,,,,,,,
219,,,,,,,,
220,,,,,|194_220_4_93_,,,
221,,,,,,,,
222,,,,,,,,
223,,,,,|197_223_4_95_,,,
224,,,,,,,|224_224_6_110_,
225,,,,,,,|203_225_6_100_|218_225_6_108_,
226,,,,,,,,
227,,,,,,,,
228,,,,,,,,
229,,,,,,,,
230,,,,,,,,
231,,,,,|204_231_4_101_,,,
232,,|192_232_1_91_,,,,,,
233,,,,,|229_233_4_114_,,,
234,,,,,,,,
235,,,,,,,,
236,,|235_236_1_117_,,,,,,
237,,,,,,,,
238,,,,,,,,
239,,,,,,,,
240,,,,,|212_240_4_105_,,,
241,,,,,,,,
242,,,,,,,,
243,,,,,,,,
244,,,,,|216_244_4_106_,,|240_244_6_119_,
245,,,,,,,|206_245_6_102_,
246,,,,,,,|246_246_6_122_,
247,,|207_247_1_103_,,,,,,
248,,,,,,,,
249,,,,,|220_249_4_109_,,,
250,,,,,,,,
251,,,,,,,,
252,,,,,,,,
253,,,,,,,,
254,,,,,,,,
255,,,,,|217_255_4_107_,,,
256,,,,,,,,
257,,,,,|227_257_4_112_,,,
258,,,,,,,,
259,,,,,|252_259_4_124_,,|228_259_6_113_,
260,,,,,,,,
261,,,,,,,,
262,,|225_262_1_111_,,,,,|255_262_6_126_,
263,,,,,,|230_263_5_115_,,
264,,,,,,,|256_264_6_127_,
265,,,,,,|234_265_5_116_,,
266,,,,,,,,
267,,,,,,,,
268,,,,,,|268_268_5_130_,,
269,,,,,,,,
270,,,,,,,,
271,,,,,,,,
272,,,,,,,,
273,,,,,,,,
274,,|273_274_1_132_,,,,,,
275,,,,,,,,
276,,|237_276_1_118_,,,,,|241_276_6_120_,
277,,,,,,,,
278,,,,,,,,
279,,,,,|253_279_4_125_,,,
280,,,,,,,|258_280_6_128_,
281,,,,,|245_281_4_121_,,,
282,,,,,,,,
283,,,,,,,,
284,,,,,|278_284_4_135_,,|277_284_6_134_,
285,,,,,,,,
286,,,,,,,,
287,,,,,,,,
288,,,,,,|288_288_5_139_,,
289,,,,,,,,
290,,,,,,|251_290_5_123_,,
291,,,,,,,,
292,,,,,,,,
293,,,,,,,|292_293_6_141_,
294,,,,,,,,
295,,,,,,,,
296,,,,,,,|275_296_6_133_,
297,,,,,,,,
298,,,,,,,,
299,,,,,|271_299_4_131_,,|297_299_6_146_,
300,,,,,,,,
301,,,,,|295_301_4_144_,,,
302,,,,,,,,
303,,,,,,,,
304,,,,,,,|264_304_6_129_,
305,,,,,,,,
306,,,,,,,,
307,,,,,,,,
308,,,,,,,,
309,,,,,,,,
310,,,,,,,,
311,,,,,|283_311_4_136_,,,
312,,,,,,,|306_312_6_151_,
313,,,,,,,,
314,,,,,|299_314_4_148_,,,
315,,,,,,,,
316,,,,,,,,
317,,,,,|293_317_4_142_,,,
318,,,,,,,,
319,,,,,,,,
320,,,,,,,,
321,,,,,,,,
322,,|284_322_1_137_,,,,,,
323,,,,,,,,
324,,|317_324_1_157_,,,,,,
325,,,,,,,,
326,,,,,|296_326_4_145_,,,
327,,|287_327_1_138_,,,,,,
328,,,,,,,,
329,,,,,,,,
330,,,,,,,|294_330_6_143_,
331,,,,,,,|291_331_6_140_,
332,,|308_332_1_153_,,,|323_332_4_160_,,,
333,,,,,,,,
334,,,,,,|298_334_5_147_,,
335,,,,,,,,
336,,,,,|307_336_4_152_,,,
337,,,,,|315_337_4_155_,,,
338,,,,,,,|336_338_6_168_,
339,,,,,|313_339_4_154_,,,
340,,,,,,|304_340_5_150_,,
341,,,,,|324_341_4_161_,,,
342,,,,,,,|302_342_6_149_,
343,,,,,,,|340_343_6_170_,
344,,,,,,,,
345,,,,,,,,
346,,,,,|326_346_4_163_,,,
347,,,,,,,|346_347_6_171_,
348,,,,,|329_348_4_164_,,,
349,,,,,,,,
350,,,,,,,,
351,,,,,,,|333_351_6_166_,
352,,,,,,,|325_352_6_162_,
353,,,,,|321_353_4_159_,,,
354,,,,,,,,
355,,,,,|316_355_4_156_,|319_355_5_158_,,
356,,,,,,,,
357,,,,,,,,
358,,,,,,,|334_358_6_167_|353_358_6_177_,
359,,,,,,,|358_359_6_181_,
360,,,,,,,,
361,,,,,,,,
362,,|361_362_1_184_,,,,,,
363,,,,,,,,
364,,,,,,,|359_364_6_182_,
365,,,,,,,,
366,,,,,,,,
367,,,,,,,,
368,,,,,|331_368_4_165_,,,
369,,,,,,,,
370,,|364_370_1_185_,,,,,,
371,,,,,,,,
372,,,,,,|368_372_5_189_,,
373,,,,,,,,
374,,,,,,,|367_374_6_188_,
375,,,,,,,,
376,,|371_376_1_191_,,,,,,
377,,,,,,|356_377_5_179_,,
378,,,,,|350_378_4_174_,,,
379,,,,,|339_379_4_169_,,|349_379_6_173_,
380,,|357_380_1_180_,,,,,,
381,,,,,,,,
382,,,,,|352_382_4_176_,,,
383,,,,,,,|347_383_6_172_,
384,,,,,,,,
385,,,,,|360_385_4_183_,,,
386,,,,,,,,
387,,,,,,,,
388,,,,,,|351_388_5_175_,,
389,,,,,|355_389_4_178_,,|385_389_6_196_,
390,,,,,,,,
391,,,,,,,,
392,,,,,,,,
393,,,,,,,,
394,,,,,|392_394_4_202_,,,
395,,,,,,,|391_395_6_201_,
396,,,,,,,,
397,,,,,,,,
398,,,,,|366_398_4_187_,,,
399,,,,,,,,
400,,,,,,|365_400_5_186_,,
401,,,,,,,,
402,,,,,,,,
403,,,,,,,,
404,,,,,,,,
405,,,,,,,,
406,,,,,,,,
407,,,,,,,|370_407_6_190_,
408,,,,,,,,
409,,,,,|377_409_4_192_,,,
410,,,,,,,,
411,,,,,|390_411_4_200_,,,
412,,,,,,,,
413,,,,,|384_413_4_195_,,,
414,,,,,,,|386_414_6_197_,
415,,,,,,,|414_415_6_211_,
416,,,,,,|380_416_5_194_,|407_416_6_208_,
417,,,,,,|378_417_5_193_,,
418,,,,,,,,
419,,,,,|394_419_4_203_,,|415_419_6_212_,
420,,,,,|388_420_4_199_,,,
421,,,,,,,,
422,,,,,,,,
423,,,,,,,,
424,,,,,,,,
425,,,,,,,,
426,,,,,,|387_426_5_198_,,
427,,,,,,,,
428,,,,,|402_428_4_206_,,,
429,,,,,,,,
430,,,,,,|399_430_5_204_,,
431,,,,,,,,
432,,,,,,,,
433,,,,,,,,
434,,,,,,,,
435,,,,,,|406_435_5_207_,,
436,,,,,,,|434_436_6_223_,
437,,,,,,,,
438,,,,,|408_438_4_209_,,,
439,,,,,,,,
440,,,,,,,,
441,,,,,|401_441_4_205_,,,
442,,,,,|410_442_4_210_,,,
443,,,,,,|416_443_5_213_,,
444,,,,,,,,
445,,,,,,,,
446,,,,,,,,
447,,,,,,,,
448,,,,,,,,
449,,,,,,,,
450,,,,,,|431_450_5_221_,,
451,,,,,,,,
452,,,,,|422_452_4_215_,|430_452_5_220_,,
453,,,,,|423_453_4_216_,,,
454,,,,,|424_454_4_217_,,|451_454_6_227_,
455,,,,,,,|417_455_6_214_|426_455_6_218_,
456,,,,,,,,
457,,,,,,,,
458,,,,,,,,
459,,,,,,,,
460,,,,,|429_460_4_219_,,,
461,,|458_461_1_230_,,,,,,
462,,,,,,,,
463,,,,,|432_463_4_222_,,,
464,,,,,,,|459_464_6_231_,
465,,,,,|435_465_4_224_,,,
466,,,,,,,|466_466_6_235_,
467,,,,,,,,
468,,,,,,,,
469,,,,,,,,
470,,,,,,,,
471,,,,,,,,
472,,,,,,,|471_472_6_238_,
473,,,,,,,,
474,,,,,,,,
475,,,,,,,,
476,,,,,,,,
477,,,,,,,|438_477_6_225_,
478,,,,,,,|456_478_6_229_,
479,,,,,,,,
480,,,,,|447_480_4_226_,,,
481,,,,,,,,
482,,,,,,,,
483,,,,,,,,
484,,,,,,,,
485,,,,,,,,
486,,,,,,,,
487,,,,,,,,
488,,,,,,,,
489,,,,,|455_489_4_228_,,,
490,,,,,,,|480_490_6_243_,
491,,|487_491_1_247_,,,,,,
492,,,,,,,,
493,,,,,,,|493_493_6_251_,
494,,,,,,,,
495,,,,,,,,
496,,,,,,|477_496_5_240_,,
497,,,,,,|462_497_5_233_,,
498,,,,,,,,
499,,,,,,,|461_499_6_232_,
500,,,,,|465_500_4_234_,,,
501,,,,,,,,
502,,,,,,,,
503,,,,,,,|499_503_6_255_,
504,,|467_504_1_236_,,,|474_504_4_239_,,,
505,,,,,,,,
506,,,,,,|483_506_5_245_,,
507,,,,,,,,
508,,,,,,,|470_508_6_237_,
509,,,,,,,|502_509_6_256_,
510,,,,,,,,
511,,,,,,,,
512,,,,,,,|486_512_6_246_,
513,,,,,|497_513_4_253_,,,
514,,|509_514_1_260_,,,,,|514_514_6_262_,
515,,,,,,|479_515_5_242_,|490_515_6_250_,
516,,,,,,,,
517,,|510_517_1_261_,,,,|478_517_5_241_,,
518,,,,,,,,
519,,,,,|482_519_4_244_,,,
520,,,,,,,,
521,,,,,,,,
522,,,,,,,,
523,,,,,,,|523_523_6_268_,
524,,,,,,,,
525,,,,,,,,
526,,,,,|488_526_4_248_,,,
527,,,,,|489_527_4_249_,,,
528,,,,,,,,
529,,,,,,,,
530,,,,,,,|530_530_6_271_,
531,,,,,,,,
532,,,,,,,,
533,,,,,,,,
534,,,,,,,|520_534_6_266_,
535,,,,,,,,
536,,|496_536_1_252_,,,|504_536_4_257_,,,
537,,,,,,,|498_537_6_254_,
538,,,,,,,,
539,,,,,,,,
540,,,,,,,,
541,,,,,,,|507_541_6_258_,
542,,,,,,,,
543,,|540_543_1_279_,,,,,|536_543_6_276_,
544,,,,,,,,
545,,,,,,,,
546,,|537_546_1_277_,,,,,,
547,,,,,,,,
548,,,,,|508_548_4_259_,,,
549,,,,,,,|535_549_6_275_,
550,,,,,,,,
551,,,,,,,|547_551_6_284_,
552,,|545_552_1_282_|546_552_1_283_,,,,,,
553,,,,,|541_553_4_280_,,,
554,,,,,,|519_554_5_265_,,
555,,,,,|515_555_4_263_,,,
556,,,,,|516_556_4_264_,|528_556_5_270_,|542_556_6_281_,
557,,,,,,,,
558,,,,,,,,
559,,,,,,|522_559_5_267_,,
560,,,,,,,,
561,,,,,,,,
562,,,,,,,,
563,,|563_563_1_293_,,,,,,
564,,,,,,,,
565,,,,,,,,
566,,|561_566_1_291_,,,|526_566_4_269_,,,
567,,,,,,,,
568,,,,,,,,
569,,,,,,,,
570,,,,,,,,
571,,,,,|531_571_4_272_,,,
572,,,,,|532_572_4_273_,,,
573,,,,,,,,
574,,,,,,,|534_574_6_274_,
575,,,,,,,,
576,,,,,,,,
577,,,,,,|538_577_5_278_,,
578,,,,,,,,
579,,,,,|573_579_4_299_,,,
580,,,,,,,,
581,,,,,,,,
582,,,,,,,|557_582_6_288_|562_582_6_292_,
583,,,,,,,,
584,,,,,,,,
585,,,,,,,,
586,,,,,,,|550_586_6_286_,
587,,,,,|548_587_4_285_,,,
588,,,,,,,,
589,,,,,,,,
590,,,,,,|576_590_5_301_,,
591,,,,,,,|554_591_6_287_,
592,,,,,,,,
593,,,,,,,,
594,,,,,|558_594_4_289_,,,
595,,,,,,,,
596,,,,,|560_596_4_290_,|574_596_5_300_,,
597,,,,,,,,
598,,,,,|586_598_4_308_,,,
599,,,,,,,,
600,,,,,,,,
601,,,,,,,,
602,,,,,,|566_602_5_295_,|602_602_6_317_,
603,,|564_603_1_294_,,,,,,
604,,,,,|569_604_4_297_,,,
605,,,,,,,|601_605_6_316_,
606,,,,,,,,
607,,,,,,,|567_607_6_296_,
608,,,,,,,,
609,,,,,,,,
610,,,,,,,|584_610_6_306_,
611,,,,,,,|571_611_6_298_,
612,,|609_612_1_320_,,,|579_612_4_303_,,,
613,,,,,,,,
614,,,,,,,,
615,,,,,,,,
616,,,,,|583_616_4_305_,,,
617,,,,,,,,
618,,,,,,|578_618_5_302_,,
619,,,,,,,,
620,,,,,,,|582_620_6_304_,
621,,,,,,,,
622,,,,,,,,
623,,,,,,,,
624,,,,,|590_624_4_309_,,|585_624_6_307_,
625,,,,,,,|591_625_6_310_,
626,,,,,,|595_626_5_312_,,
627,,,,,,,,
628,,,,,,,,
629,,,,,,,,
630,,,,,,,|605_630_6_319_,
631,,,,,|596_631_4_313_,,|622_631_6_326_,
632,,,,,,,|593_632_6_311_,
633,,,,,,,|598_633_6_314_,
634,,,,,,,,
635,,,,,,,|600_635_6_315_,
636,,,,,,,,
637,,,,,,,,
638,,,,,,,,
639,,,,,,,,
640,,,,,|604_640_4_318_,,|632_640_6_332_|635_640_6_334_,
641,,,,,,,,
642,,,,,,,,
643,,,,,,,|617_643_6_323_|630_643_6_330_,
644,,,,,,,,
645,,,,,,,,
646,,,,,,,,
647,,,,,,,,
648,,,,,,,,
649,,,,,,,,
650,,,,,,,,
651,,,,,|614_651_4_321_,,,
652,,,,,|615_652_4_322_,,,
653,,,,,,,|621_653_6_325_,
654,,,,,,|619_654_5_324_,,
655,,,,,,,,
656,,,,,,,,
657,,,,,,,,
658,,,,,,,,
659,,,,,,,|631_659_6_331_,
660,,,,,,,,
661,,,,,|623_661_4_327_,,,
662,,,,,,,,
663,,,,,|625_663_4_328_,,,
664,,,,,,,,
665,,,,,,,,
666,,,,,|627_666_4_329_,,,
667,,,,,,,,
668,,|642_668_1_339_,,,,,,
669,,,,,,,,
670,,,,,,,|654_670_6_345_,
671,,,,,,,,
672,,,,,|633_672_4_333_,,,
673,,,,,,,,
674,,,,,,,|636_674_6_335_,
675,,,,,,,|659_675_6_348_,
676,,,,,,,,
677,,|666_677_1_354_,,,,|637_677_5_336_,,
678,,,,,,|638_678_5_337_,|661_678_6_350_,
679,,|668_679_1_355_,,,,|639_679_5_338_,|665_679_6_353_,
680,,,,,,,|680_680_6_359_,
681,,,,,,,,
682,,,,,,,,
683,,,,,,,,
684,,,,,|658_684_4_347_,,,
685,,,,,,,|645_685_6_340_|660_685_6_349_,
686,,,,,|646_686_4_341_,,,
687,,,,,,,,
688,,,,,,,|650_688_6_342_,
689,,,,,,,,
690,,,,,,,,
691,,,,,|651_691_4_343_,,,
692,,,,,,,,
693,,,,,|653_693_4_344_,,,
694,,,,,,,,
695,,,,,|655_695_4_346_,,,
696,,,,,,,,
697,,,,,,,,
698,,,,,,,,
699,,,,,,,,
700,,,,,,,|679_700_6_358_,
701,,,,,,,|663_701_6_351_,
702,,,,,,,,
703,,,,,,,,
704,,,,,|664_704_4_352_,,,
705,,,,,,,,
706,,,,,,,,
707,,,,,,,,
708,,,,,,,,
709,,,,,,,,
710,,,,,,,,
711,,,,,,,|710_711_6_372_,
712,,,,,,|674_712_5_356_,,
713,,,,,,,,
714,,,,,,,,
715,,,,,,,,
716,,,,,,,,
717,,,,,,|677_717_5_357_,,
718,,,,,|682_718_4_361_,,,
719,,,,,,,,
720,,,,,,,,
721,,,,,,|681_721_5_360_,|689_721_6_363_,
722,,,,,,,,
723,,,,,,,|683_723_6_362_,
724,,,,,,,|693_724_6_366_,
725,,,,,,,,
726,,,,,,,,
727,,,,,,,,
728,,,,,,,,
729,,,,,,,|696_729_6_368_,
730,,,,,,|690_730_5_364_,|695_730_6_367_,
731,,,,,|692_731_4_365_,,,
732,,,,,,,,
733,,,,,,,,
734,,,,,,,,
735,,,,,,,,
736,,,,,,,,
737,,|717_737_1_377_,,,,,,
738,,,,,,,,
739,,,,,,|699_739_5_369_,,
740,,,,,,,,
741,,,,,,,,
742,,,,,|706_742_4_370_,,,
743,,,,,,,,
744,,,,,,,,
745,,,,,,,,
746,,,,,,,,
747,,,,,,,,
748,,,,,,|708_748_5_371_,,
749,,,,,,,,
750,,,,,,,,
751,,,,,|711_751_4_373_,,,
752,,,,,,,|712_752_6_374_,
753,,,,,,,|716_753_6_376_,
754,,,,,|714_754_4_375_,,,
755,,,,,,,,
756,,,,,,,,
757,,,,,,,,
758,,,,,,,,
759,,,,,,|719_759_5_378_,,
760,,,,,,,,
761,,,,,,,,
762,,,,,,,,
763,,,,,,,,
764,,,,,,,,
765,,,,,,,|725_765_6_379_,
766,,,,,,,,
767,,,,,|727_767_4_380_,,,
768,,,,,,,|728_768_6_381_,
769,,,,,,,,
770,,,,,,,,
771,,,,,,,,
772,,,,,|733_772_4_382_,,,
773,,,,,,,,
774,,,,,,,,
775,,|755_775_1_392_,,,,,,
776,,,,,,|736_776_5_383_,,
777,,,,,,,,
778,,,,,,,,
779,,,,,,,,
780,,,,,,,|740_780_6_384_,
781,,,,,,,,
782,,,,,,,,
783,,,,,,,|743_783_6_385_,
784,,|753_784_1_390_|764_784_1_394_,,,,,,
785,,,,,,,,
786,,,,,,,|746_786_6_386_|751_786_6_388_,
787,,|765_787_1_395_,,,,,|748_787_6_387_,
788,,,,,,,,
789,,,,,,,,
790,,,,,,,,
791,,,,,,,,
792,,,,,,|752_792_5_389_,|754_792_6_391_,
793,,,,,,,,
794,,,,,,,,
795,,,,,,,,
796,,,,,,,,
797,,,,,,,,
798,,,,,,,,
799,,,,,,,,
800,,,,,,,,
801,,,,,,,,
802,,,,,,,|763_802_6_393_,
803,,,,,,,,
804,,,,,,,,
805,,,,,,,,
806,,,,,|767_806_4_396_,,,
807,,,,,,,,
808,,,,,,,,
809,,,,,,,,
810,,,,,,,,
811,,,,,,,,
812,,,,,,,,
813,,,,,,,|787_813_6_403_,
814,,,,,,,,
815,,,,,,,|790_815_6_406_,
816,,,,,|777_816_4_397_,,,
817,,,,,,,|800_817_6_410_,
818,,,,,|779_818_4_398_,,|781_818_6_400_,
819,,,,,,,|789_819_6_405_,
820,,|811_820_1_416_,,,|780_820_4_399_,,,
821,,,,,,,|796_821_6_408_|798_821_6_409_,
822,,,,,|784_822_4_402_,,,
823,,,,,|783_823_4_401_,,,
824,,,,,,,,
825,,,,,,,,
826,,,,,,,|788_826_6_404_,
827,,,,,,,,
828,,,,,,,,
829,,,,,,,,
830,,,,,,,,
831,,,,,,,,
832,,,,,|804_832_4_413_,,,
833,,,,,,,,
834,,,,,,,,
835,,,,,,,|795_835_6_407_,
836,,|832_836_1_423_,,,,,,
837,,,,,,,,
838,,,,,,,,
839,,,,,,,,
840,,,,,|801_840_4_411_,,|803_840_6_412_,
841,,,,,,,,
842,,,,,,,|817_842_6_419_,
843,,,,,,,,
844,,,,,,,,
845,,,,,,,|805_845_6_414_,
846,,,,,,,,
847,,,,,|807_847_4_415_,,,
848,,,,,,,|816_848_6_418_,
849,,,,,,,,
850,,,,,,,,
851,,,,,|828_851_4_421_,,,
852,,,,,,|815_852_5_417_,|841_852_6_426_,
853,,,,,,,,
854,,,,,,,,
855,,,,,,,,
856,,,,,,,,
857,,,,,,,,
858,,,,,,,|858_858_6_429_,
859,,,,,,,,
860,,,,,,|820_860_5_420_,|860_860_6_431_,
861,,,,,,,,
862,,,,,,,,
863,,,,,,,,
864,,,,,,|831_864_5_422_,,
865,,,,,,,,
866,,,,,,,,
867,,,,,,,,
868,,,,,,,,
869,,,,,,,,
870,,,,,,,,
871,,,,,,,,
872,,,,,,,,
873,,,,,,,|861_873_6_432_,
874,,,,,,|846_874_5_427_,,
875,,,,,,,,
876,,,,,,,,
877,,,,,|837_877_4_424_,,,
878,,,,,,,,
879,,,,,,,|839_879_6_425_,
880,,,,,,,|880_880_6_440_,
881,,,,,,,,
882,,,,,,,,
883,,,,,,,,
884,,,,,,,|849_884_6_428_,
885,,,,,,,,
886,,,,,,,|881_886_6_441_,
887,,,,,,,,
888,,,,,,,,
889,,,,,,,,
890,,,,,,,,
891,,,,,,,,
892,,,,,,,,
893,,,,,,,,
894,,,,,,,,
895,,,,,,,,
896,,,,,|859_896_4_430_,,,
897,,,,,,,|869_897_6_435_,
898,,,,,,,,
899,,,,,,,,
900,,,,,,,,
901,,,,,,,|896_901_6_447_,
902,,,,,,,|882_902_6_442_,
903,,,,,,,,
904,,,,,,,|903_904_6_450_|904_904_6_451_,
905,,,,,,|865_905_5_433_,,
906,,,,,,,,
907,,,,,,,,
908,,,,,,|868_908_5_434_,|872_908_6_436_|907_908_6_453_,
909,,,,,,,,
910,,,,,,,|910_910_6_456_,
911,,,,,,,,
912,,,,,|873_912_4_437_,,,
913,,,,,,,,
914,,,,,|876_914_4_438_,,,
915,,,,,,|887_915_5_443_,,
916,,|912_916_1_457_,,,|890_916_4_444_,,,
917,,,,,,,,
918,,,,,|878_918_4_439_,,,
919,,,,,,,,
920,,,,,,,,
921,,,,,,,,
922,,|918_922_1_459_,,,,,,
923,,,,,,,|923_923_6_462_,
924,,,,,|893_924_4_445_,,,
925,,,,,,,,
926,,,,,|905_926_4_452_,,,
927,,,,,,,,
928,,,,,,,,
929,,,,,,,,
930,,,,,,,,
931,,,,,,,,
932,,,,,,,,
933,,,,,,,,
934,,,,,,,|934_934_6_463_,
935,,,,,,|895_935_5_446_,|935_935_6_464_,
936,,,,,,,,
937,,,,,,,,
938,,,,,|901_938_4_449_,|898_938_5_448_,,
939,,,,,,|917_939_5_458_,,
940,,,,,,,,
941,,,,,|909_941_4_455_,,,
942,,,,,,,,
943,,,,,,|908_943_5_454_,,
944,,,,,,,,
945,,,,,,,,
946,,,,,,,,
947,,,,,,,,
948,,,,,,,|943_948_6_468_,
949,,,,,,,,
950,,,,,,,,
951,,,,,,,,
952,,,,,,,,
953,,,,,,,|948_953_6_470_,
954,,,,,,,,
955,,,,,,,|955_955_6_471_,
956,,,,,,,,
957,,,,,,,,
958,,,,,|919_958_4_460_,,,
959,,,,,,,,
960,,,,,,|920_960_5_461_,,
961,,,,,,,,
962,,,,,,,,
963,,,,,,,,
964,,,,,,,,
965,,,,,,,|960_965_6_473_,
966,,,,,,,|966_966_6_475_,
967,,,,,,,,
968,,,,,,,,
969,,,,,,,,
