tickNumber,in27,B14,B11,cn12,B54,B51,os4,in4,B33,
88,,,,,,|79_88_5_40_,,,,
89,,,,,,,,,,
90,,,,,,,,,,
91,,,,,,,,,,
92,,,,,,,,,,
93,,,,,,,|90_93_6_46_,,,
94,,,,,,,,,,
95,,,,,,,,,,
96,,,,,,,,,,
97,,,,,,|73_97_5_36_,,,,
98,,,,,,,,,,
99,,,,,,,,,,
100,,,,,,|78_100_5_39_,,,,
101,,,|99_101_2_49_,,,,,,,
102,,,|100_102_2_50_,,,,,,,
103,,,,,,,,,,
104,,,,,,,,,,
105,,,,,,,,,,
106,,|106_106_1_54_,,,,,,,,
107,,,,,,,,,,
108,,,,,,,|105_108_6_53_,,,
109,,,,,|109_109_4_56_,,,,,
110,,,,,,,,,|108_110_8_55_,
111,,,,,,,,,,
112,,,|110_112_2_57_,,,,,,,
113,,,,,|98_113_4_48_,,,,,
114,,,,,,,,,,
115,,,,,|77_115_4_38_,,,,|113_115_8_59_,
116,,,,,,,,,,
117,,,,,,,,,|115_117_8_61_,
118,,,,,,,,,,
119,,,,,,,,,,
120,,,,,|118_120_4_62_|119_120_4_63_,,,,,
121,,,,,,|91_121_5_47_,,,,
122,,,,,,,,,|87_122_8_44_|88_122_8_45_|102_122_8_52_,
123,,,,,,,,,,
124,,,,,|84_124_4_42_,,,,|124_124_8_67_,
125,,,|120_125_2_64_,,|112_125_4_58_,,,,,
126,,,,,,,,,,
127,,,|122_127_2_65_,,,,,,,
128,,,,,|128_128_4_70_,,|123_128_6_66_,,,
129,,,,,,,,,,
130,,,,,,,,,,
131,,,,,,,,,|131_131_8_72_,
132,,,,,,,,,,
133,,,,,,,,,,
134,,,,,,,,,,
135,,,,,,,,,,
136,,,,,,,,,,
137,,,,,,,,,,
138,,,,,,,,,,
139,,|101_139_1_51_,,,,,,,,
140,,,,,,,,,,
141,,,,,,,,,|141_141_8_76_,
142,,|142_142_1_77_,,,|125_142_4_68_,,,,,
143,,,,,,,,,,
144,,,,,,,,,,
145,,,,,,,,,,
146,,,,,,,,,,
147,,,,,,,,,,
148,,,,,,,,,,
149,,,,,,|148_149_5_79_,,,,
150,,,,,,,,,,
151,,,,,,|114_151_5_60_,,,,
152,,,,,,,,,,
153,,|153_153_1_80_,,,,,,,,
154,,,,,|129_154_4_71_,,,,,
155,,,,,,,,,,
156,,,,,,,,,,
157,,,,,,,,,,
158,,,,,,,,,,
159,,,,,,,,,,
160,,,,,|140_160_4_75_,,,,,
161,,,,,,,,,,
162,,,,,,,,,,
163,,,,,,,,,,
164,,,,,|144_164_4_78_,,,,,
165,,,,,|165_165_4_84_,,,,,
166,,,,,,|127_166_5_69_,,,|166_166_8_85_,
167,,,,,,,,,,
168,,,,,,,,,,
169,,,,,,,,,,
170,,|158_170_1_82_,,,,,,,,
171,,,,,|157_171_4_81_,,,,,
172,,,,,,,,,|172_172_8_87_,
173,,,,,,|134_173_5_73_,,,,
174,,,,,,,,,,
175,,,,,,,,,,
176,,,|171_176_2_86_,,,|137_176_5_74_,,,,
177,,,,,,,,,,
178,,|175_178_1_88_,,,,,,,,
179,,,,,,,,,,
180,,,,,,,,,,
181,,|177_181_1_89_,,,,,,,,
182,,,,,|159_182_4_83_,,,,|182_182_8_91_,
183,,,,,,,,,,
184,,,,,,,,,,
185,,|185_185_1_93_,,,,,,,,
186,,,,,,,,,,
187,,|184_187_1_92_,,,,,,,,
188,,,,,,,,,|188_188_8_95_,
189,,,,,,,,,,
190,,,,,,,,,,
191,,,|186_191_2_94_,,,,,,,
192,,,,,,|189_192_5_96_,,,,
193,,,,,,,,,,
194,,,,,|192_194_4_98_,,,,,
195,,,,,,,,,,
196,,,|191_196_2_97_,,,,,,,
197,,,,,,,,,,
198,,,,,,,,,,
199,,,,,,,,,,
200,,,|195_200_2_99_,,,,,,,
201,,,,,,,,,,
202,,,|197_202_2_101_,,,,,,,
203,,,,,|178_203_4_90_,,|198_203_6_102_,,,
204,,,,,,,,,,
205,,,|200_205_2_103_,,,,,,,
206,,,,,,,,,,
207,,,,,,,,,,
208,,,,,,,,,|208_208_8_107_,
209,,,,,,,,,,
210,,,,,|203_210_4_104_,,,,,
211,,,,,,,,,,
212,,,|207_212_2_106_,,,,,,,
213,,,,,,,,,|213_213_8_110_,
214,,,,,,,,,,
215,,,,,,,,,,
216,,,|211_216_2_109_,,|196_216_4_100_,,,,,
217,,,,,,,,,,
218,,,,,,,,,,
219,,|219_219_1_113_,,,,,,,,
220,,,,,,|217_220_5_112_,,,,
221,,,,,,,,,,
222,,,,,,,,,|222_222_8_115_,
223,,,,,,,,,|223_223_8_116_,
224,,,,,,,,,,
225,,,,,,,,,,
226,,,,,,,,,,
227,,,,,,,,,|227_227_8_118_,
228,,,,,,,,,,
229,,,,,,|226_229_5_117_,,,,
230,,,,,,,,,,
231,,,,,|209_231_4_108_,,,,,
232,,,,,|204_232_4_105_,,,,,
233,,,,,,,,,|233_233_8_121_,
234,,,,,,,,,,
235,,,,,,,,,,
236,,,,,,,,,,
237,,,,,,,,,,
238,,,,,,,,,,
239,,,,,,,,,,
240,,,,,,,,,,
241,,,,,,,,,,
242,,,,,,,,,,
243,,,,,,,,,|239_243_8_124_,
244,,,,,,,,,|240_244_8_125_,
245,,,,,,,,,,
246,,,,,,,,,,
247,,,|241_247_2_126_,,,,,,,
248,,,,,,,,,,
249,,,,,,,,,,
250,,,,,,|243_250_5_128_,,,,
251,,,,,|221_251_4_114_,,,,|247_251_8_131_,
252,,,|246_252_2_130_,,|229_252_4_120_,,,,,
253,,,,,,|216_253_5_111_,,,,
254,,,,,,,,,,
255,,,,,,,,,,
256,,,,,,,,,,
257,,,|251_257_2_133_,,,,,,,
258,,,,,,,,,,
259,,,,,,,,,,
260,,,,,,,,,|256_260_8_137_,
261,,,,,|228_261_4_119_,,,,|257_261_8_138_,
262,,,,,,,,,,
263,,,,,,,,,,
264,,,|258_264_2_139_,,,,,,|260_264_8_140_,
265,,,,,,,,,|261_265_8_141_,
266,,,,,,,,,,
267,,,,,,,,,,
268,,,|262_268_2_142_,,|236_268_4_123_,,,,,
269,,|242_269_1_127_,,,,,,,,
270,,,,,,|234_270_5_122_,,,,
271,,,|265_271_2_143_,,,,,,,
272,,,,,,,,,,
273,,,|267_273_2_144_,,,,,,,
274,,,,,,,,,,
275,,,,,,,|270_275_6_145_,,,
276,,,,,,|254_276_5_135_,|271_276_6_146_,,,
277,,,,,,,,,,
278,,,,,,,,,,
279,,,|273_279_2_147_,,|253_279_4_134_,,,,,
280,,,,,,,|275_280_6_149_,,,
281,,,,,,,,,,
282,,|274_282_1_148_,,,,,,,,
283,,,,,,,,,,
284,,,,,,|244_284_5_129_,,,,
285,,|284_285_1_156_,,,,,,,,
286,,,,,,,,,,
287,,,,,|249_287_4_132_,,,,,
288,,,,,,,,,,
289,,,,,|255_289_4_136_,,,,,
290,,,,,,,,,,
291,,,|285_291_2_157_,,,,,,,
292,,,,,,,,,,
293,,,,,,,,,,
294,,|277_294_1_151_,,,,,,,|290_294_8_160_,
295,,,,,,,,,,
296,,,,,,,,,,
297,,,,,,,,,,
298,,,,,,,,,|276_298_8_150_,
299,,,,,,,,,,
300,,|288_300_1_159_,,,,,,,,
301,,,,,,,|296_301_6_164_,,,
302,,,,,,,,,,
303,,,,,,,,,,
304,,,|299_304_2_166_,,,,,,,
305,,,,,,,,,,
306,,,,,,,,,,
307,,,,,,,,,,
308,,,,,,,,,,
309,,,,,,,,,,
310,,,,,,,,,,
311,,,,,|300_311_4_167_,,,,,
312,,,,,,,,,,
313,,,,,|278_313_4_152_,,,,,
314,,,,,,,,,,
315,,|279_315_1_153_,,,,,,,|315_315_8_176_,
316,,,,,,,,,|316_316_8_177_,
317,,,,,,,,,,
318,,,,,|280_318_4_154_,,,,|308_318_8_171_,
319,,,,,,,,,|319_319_8_179_,
320,,|301_320_1_168_,,,|282_320_4_155_,,,,,
321,,,,,,,,,,
322,,,,,,,,,,
323,,,,,,,,,,
324,,|294_324_1_163_,,,,,,,|323_324_8_182_,
325,,,,,,,,,,
326,,,,,,,,,|286_326_8_158_,
327,,,,,|291_327_4_161_|306_327_4_170_,,,,,
328,,,,,,,,,|328_328_8_184_,
329,,,,,|329_329_4_185_,,,,,
330,,,,,,|292_330_5_162_,|302_330_6_169_,,,
331,,,,,,,,,|322_331_8_181_,
332,,,,,,,,,,
333,,,,,,,,,,
334,,,,,,,,,|334_334_8_187_,
335,,,,,,,,,,
336,,|318_336_1_178_,,,,,,,,
337,,,,,|298_337_4_165_,,,,,
338,,,,,,,,,|338_338_8_189_,
339,,,,,,,|313_339_6_174_,,,
340,,,,,,,,,,
341,,,,,,,,,,
342,,,,,,,,,,
343,,,|314_343_2_175_|320_343_2_180_,,,,,,,
344,,,,,,,,,,
345,,|311_345_1_173_,,,,,,,,
346,,,,,,,,,|346_346_8_194_,
347,,,,,,,,,,
348,,,,,,,,,,
349,,,,,,,,,,
350,,|324_350_1_183_,,,,,,,|310_350_8_172_,
351,,,,,,,,,,
352,,,,,,,,,,
353,,,,,,,,,,
354,,,,,,,,,,
355,,,,,,,,,,
356,,|356_356_1_200_,,,,,,,,
357,,,,,,,,,,
358,,,,,,,,,,
359,,,,,,,,,,
360,,,,,,,,,,
361,,,,,|340_361_4_190_,,,,,
362,,,,,,,,,,
363,,,,,,,,,|355_363_8_199_,
364,,,,,|350_364_4_196_,,,,,
365,,,,,,,,,,
366,,,|348_366_2_195_,,,,,,,
367,,,,,|365_367_4_205_,,,,,
368,,,,,,,,,,
369,,,,,,,,,|369_369_8_207_,
370,,,,,,,,,,
371,,,,,|335_371_4_188_,,,,,
372,,,,,,|342_372_5_191_,,,,
373,,,,,,|333_373_5_186_,,,,
374,,,,,,,,,,
375,,,,,,,,,,
376,,,,,,,,,,
377,,,,,,,,,,
378,,,,,,,,,,
379,,,,,,,,,,
380,,,,,,,,,,
381,,,,,|353_381_4_198_,,,,,
382,,,,,,,,,|382_382_8_215_,
383,,,,,|343_383_4_192_|374_383_4_209_,,,,,
384,,,,,,,,,,
385,,,,,,|345_385_5_193_,,,,
386,,|386_386_1_216_,,,,,,,,
387,,,,,|376_387_4_211_,,,,,
388,,,,,,,,,,
389,,,,,,,,,|387_389_8_217_,
390,,,,,|351_390_4_197_,,,,,
391,,,,,,,,,,
392,,,,,,,,,,
393,,,,,,,,,,
394,,,,,|364_394_4_204_,|357_394_5_201_,,,,
395,,,,,|360_395_4_202_,,,,,
396,,,,,,,,,,
397,,,,,,,,,,
398,,,,,|363_398_4_203_,,,,,
399,,,,,,,|380_399_6_213_,,,
400,,,,,,,|368_400_6_206_,,,
401,,,,,,,,,,
402,,|378_402_1_212_,,,,,,,,
403,,,,,,,,,,
404,,,,,,,,,,
405,,,,,,,,,,
406,,,|405_406_2_224_,,,,,,|404_406_8_223_,
407,,,|381_407_2_214_,,,,,,,
408,,,,,,,,,,
409,,,,,,,,,,
410,,|388_410_1_218_,,,,,,,,
411,,,,,,,,,,
412,,,,,,|373_412_5_208_,,,,
413,,,,,,,,,,
414,,,,,,|375_414_5_210_,,,,
415,,,,,|400_415_4_221_,,,,,
416,,,,,,,,,,
417,,,,,,,,,,
418,,,,,,,,,,
419,,,,,,,,,,
420,,,,,|420_420_4_232_,,,,,
421,,,,,,,,,,
422,,,,,|415_422_4_228_,,,,,
423,,,,,,,,,,
424,,,,,,,,,,
425,,,,,,,,,,
426,,,,,,,,,,
427,,,,,,|398_427_5_220_,,,,
428,,,,,,,,,,
429,,,,,,,|395_429_6_219_,,,
430,,,,,,,,,,
431,,,,,,,,,,
432,,,,,,,,,,
433,,,,,,,,,,
434,,,,,,,,,,
435,,,,,,,|401_435_6_222_,,,
436,,,,,,,,,|436_436_8_240_,
437,,,|409_437_2_225_,,,,,,,
438,,,,,,,|414_438_6_227_,,,
439,,,,,,,,,,
440,,,,,,,,,|440_440_8_243_,
441,,,,,,,,,,
442,,|441_442_1_244_,,,,,,,,
443,,,,,,,,,,
444,,,,,,,,,,
445,,,|412_445_2_226_,,,,,,,
446,,,,,,,,,,
447,,,,,,,,,,
448,,,,,,,,,,
449,,,,,,,,,,
450,,,,,,,|418_450_6_231_,,,
451,,,,,|416_451_4_229_,,|421_451_6_233_,,,
452,,,,,|417_452_4_230_,,,,,
453,,,|450_453_2_249_,,,,,,,
454,,,,,,,,,,
455,,,,,,,,,,
456,,|425_456_1_235_,,,,,,,,
457,,,,,,,,,,
458,,,,,,,,,,
459,,,,,,,,,|459_459_8_253_,
460,,,,,,,|434_460_6_239_,,,
461,,,,,,,,,,
462,,,|458_462_2_252_,,,,,,,
463,,|423_463_1_234_,,,,,,,,
464,,,,,,|462_464_5_255_,,,,
465,,,,,,,,,,
466,,|466_466_1_257_,,,,,,,,
467,,,,,,,,,,
468,,,,,,,,,,
469,,,,,|430_469_4_236_,,,,,
470,,,,,,|433_470_5_238_,,,,
471,,,,,,,,,,
472,,|432_472_1_237_,,,,,|469_472_6_259_,,,
473,,,,,,,,,,
474,,,,,|439_474_4_242_,,,,,
475,,,,,,,,,,
476,,,,,|443_476_4_246_,,,,,
477,,|461_477_1_254_,,,|438_477_4_241_,,,,,
478,,,,,,|442_478_5_245_,,,,
479,,,,,,,,,,
480,,,,,,,,,,
481,,,,,,,|476_481_6_260_,,,
482,,,,,,,,,,
483,,|453_483_1_250_,|479_483_2_262_,,|449_483_4_248_,,,,,
484,,|481_484_1_263_,,,,,,,,
485,,,,,,,,,,
486,,,,,,,,,,
487,,,,,|448_487_4_247_,,,,,
488,,,,,,,,,,
489,,,,,|486_489_4_266_,,,,,
490,,,,,,,,,,
491,,,,,,,,,,
492,,,,,,,,,,
493,,,,,,,,,,
494,,,,,,,,,,
495,,,,,,,,,,
496,,,,,,,,,,
497,,,,,|457_497_4_251_,,,,,
498,,,,,,,,,,
499,,,,,|491_499_4_270_,,,,,
500,,,,,,,,,,
501,,|464_501_1_256_,,,,,,,,
502,,,,,,,,,,
503,,,,,,,,,,
504,,,,,,,,,,
505,,|490_505_1_269_,,,,,,,,
506,,,,,,,,,,
507,,|503_507_1_274_,,,,|467_507_5_258_,,,,
508,,,,,|488_508_4_267_,,,,,
509,,,,,,,,,,
510,,,|507_510_2_277_,,,,,,,
511,,,,,,,,,,
512,,,,,,,,,,
513,,,,,,,,,,
514,,|510_514_1_278_,,,,,,,,
515,,,,,,,,,,
516,,,,,|478_516_4_261_,,,,,
517,,,,,,,,,,
518,,|514_518_1_280_,,,,,,,,
519,,,,,,,,,,
520,,,,,,,,,,
521,,|521_521_1_282_,,,|483_521_4_264_,,,,,
522,,,,,,,,,,
523,,,,,,,|519_523_6_281_,,,
524,,,,,,|484_524_5_265_,,,,
525,,,,,,,,,,
526,,,,,,,,,,
527,,,,,,,,,,
528,,,|528_528_2_286_,,,,,,,
529,,,,,,,,,|489_529_8_268_,
530,,,,,,,,,|494_530_8_271_,
531,,,,,,,,,|504_531_8_275_,
532,,,,,,,,,,
533,,,,,,,,,,
534,,,,,,,,,,
535,,,,,,,,,,
536,,,,,|532_536_4_287_,,,,|497_536_8_272_,
537,,,,,|505_537_4_276_,,,,,
538,,,,,|498_538_4_273_,,,,,
539,,,,,,,,,,
540,,,,,,,,,,
541,,,,,|538_541_4_289_,,,,,
542,,,,,,,,,,
543,,,,,,,,,,
544,,,,,,,,,,
545,,|536_545_1_288_,,,,,,,,
546,,,,,,,,,,
547,,|540_547_1_290_,,,|522_547_4_283_|541_547_4_291_,,,,,
548,,,,,|544_548_4_293_,,,,,
549,,,,,,,,,,
550,,,,,,,,,,
551,,,,,,,,,,
552,,,,,,,,,|512_552_8_279_,
553,,|553_553_1_297_,,,|551_553_4_295_,,,,,
554,,,,,,,,,,
555,,,,,,,,,,
556,,,,,,,,,,
557,,,|552_557_2_296_,,,,,,,
558,,,,,,,,,,
559,,,,,,,,,|559_559_8_301_,
560,,,,,,|523_560_5_284_,,,,
561,,,|557_561_2_300_,,,,|556_561_6_299_,,,
562,,,,,,,,,,
563,,,,,,,,,,
564,,,,,,,,,,
565,,,,,,|525_565_5_285_,,,,
566,,,,,,,,,,
567,,,,,,,,,|567_567_8_306_,
568,,,|563_568_2_303_,,,,,,,
569,,,|565_569_2_304_,,,,,,,
570,,,,,,,,,,
571,,,,,,,,,,
572,,,,,,,,,,
573,,,,,,,,,,
574,,,,,,,,,,
575,,,|570_575_2_308_,,,,,,,
576,,,,,,,,,,
577,,,,,|576_577_4_312_,,,,,
578,,,,,,,,,,
579,,|543_579_1_292_,,,,,,,,
580,,,,,,,,,,
581,,,,,,,,,,
582,,,,,,,,,,
583,,,,,,,,,,
584,,,|580_584_2_313_,,,,,,|549_584_8_294_,
585,,|554_585_1_298_,,,,,,,,
586,,,,,,,,,,
587,,,|583_587_2_315_,,,,,,,
588,,,,,,,,,,
589,,,,,,,,,,
590,,,,,,,,,,
591,,,,,|566_591_4_305_,,,,,
592,,,,,,,,,,
593,,,,,,,,,,
594,,,,,,|561_594_5_302_,,,,
595,,,,,,,,,,
596,,,,,,,,,,
597,,|596_597_1_320_,,,,,,,,
598,,|582_598_1_314_,,,,,,,,
599,,,,,,,,,,
600,,|600_600_1_323_,,,,,,,,
601,,,,,,|569_601_5_307_,,,,
602,,,,,|602_602_4_325_,,,,,
603,,,|599_603_2_322_,,,,,,,
604,,,,,,,,,,
605,,,|601_605_2_324_,,,,,,,
606,,,,,,,,,,
607,,,,,,,,,|607_607_8_327_,
608,,,,,|575_608_4_311_|589_608_4_316_,,,,,
609,,,,,,,,,,
610,,,,,,,|605_610_6_326_,,,
611,,,,,,|571_611_5_309_,,,,
612,,,,,,,,,,
613,,,,,,,,,,
614,,,,,,|574_614_5_310_,,,,
615,,,|611_615_2_330_,,|590_615_4_317_,,,,,
616,,,,,,,,,|616_616_8_332_,
617,,,,,,,,,,
618,,,,,,,,,,
619,,,,,|594_619_4_319_,,,,,
620,,,,,,,|615_620_6_331_,,,
621,,,,,,|592_621_5_318_,,,,
622,,,,,,,,,,
623,,,|619_623_2_333_,,,,,,,
624,,,,,,,,,,
625,,,,,,,,,,
626,,,,,,,,,,
627,,,,,,,,,,
628,,|628_628_1_338_,,,,,,,,
629,,,,,,,,,,
630,,,,,,,,,,
631,,,,,,,,,,
632,,,,,,,,,,
633,,,,,,,,,,
634,,,,,,,,,,
635,,,,,|608_635_4_328_,,,,,
636,,|597_636_1_321_,|632_636_2_340_,,,,,,,
637,,,,,,,,,,
638,,,,,,,,,,
639,,,,,,|610_639_5_329_,,,,
640,,,,,,,,,,
641,,,,,,,,,,
642,,,,,,,,,,
643,,,,,,,,,,
644,,,,,|634_644_4_341_,,,,,
645,,,,,,,,,,
646,,,,,|646_646_4_347_,,|641_646_6_345_,,,
647,,,,,,,|642_647_6_346_,,,
648,,,,,,,,,,
649,,,,,,,,,,
650,,,,,,,,,,
651,,,,,,,,,,
652,,,,,,,,,,
653,,,,,,,,,,
654,,,,,,,,,,
655,,,,,,,,,,
656,,,,,,,,,,
657,,,,,,,,,,
658,,,,,,|620_658_5_334_,,,,
659,,,|655_659_2_351_,,,,,,|624_659_8_335_|636_659_8_342_|640_659_8_344_,
660,,,,,,,,,,
661,,,,,,,,,,
662,,,,,,,,,,
663,,,,,|625_663_4_336_,,|658_663_6_354_,,,
664,,,,,,,,,,
665,,,,,,,,,,
666,,,,,,,,,|626_666_8_337_,
667,,,,,|652_667_4_349_,,,,,
668,,,,,|657_668_4_353_,,,,,
669,,,|665_669_2_356_,,|629_669_4_339_,,,,,
670,,,,,,,,,,
671,,,|666_671_2_357_,,,,,,,
672,,,,,,,,,,
673,,,,,,,,,,
674,,,,,,,,,,
675,,,,,,,,,,
676,,|674_676_1_360_,,,,,,,,
677,,,,,,,,,,
678,,,,,,,,,|678_678_8_364_,
679,,,,,,,,,|639_679_8_343_,
680,,,|675_680_2_361_,,,,,,,
681,,,,,,,,,,
682,,,,,|677_682_4_363_,,,,,
683,,,,,,,,,,
684,,,,,,,|679_684_6_365_,,,
685,,,,,,,,,,
686,,,,,,,,,,
687,,,,,|648_687_4_348_,,,,,
688,,,,,,,,,,
689,,,|685_689_2_368_,,|656_689_4_352_,,,,,
690,,,,,,,,,,
691,,,,,,,,,,
692,,,,,,,,,,
693,,,,,,,,,,
694,,|682_694_1_366_,,,|654_694_4_350_,,,,|692_694_8_372_,
695,,,,,|662_695_4_355_,,,,,
696,,,,,,,,,|688_696_8_369_,
697,,,,,,,,,,
698,,,,,,,,,|689_698_8_370_,
699,,,,,,,,,,
700,,,,,,,|695_700_6_373_,,,
701,,,,,,,,,,
702,,,,,,,,,,
703,,,,,,,,,,
704,,,|700_704_2_376_,,|668_704_4_358_,,,,,
705,,,,,|670_705_4_359_,,,,|705_705_8_378_,
706,,|706_706_1_379_,,,,,,,,
707,,,,,,,,,,
708,,,,,,,,,,
709,,,,,,,,,,
710,,,,,,,,,,
711,,,,,,,,,,
712,,,,,,|684_712_5_367_,,,,
713,,,,,|713_713_4_383_,|676_713_5_362_|690_713_5_371_,,,,
714,,,,,,,,,,
715,,,|710_715_2_381_,,,,,,,
716,,,,,,,,,,
717,,,,,,,,,,
718,,,,,,,,,,
719,,,,,,,,,,
720,,,,,,,,,,
721,,,,,,,,,,
722,,,,,,,,,|709_722_8_380_,
723,,,,,,,,,,
724,,,,,,,,,|724_724_8_390_,
725,,,,,,,,,,
726,,,,,,,,,,
727,,,,,,,,,,
728,,,,,,,,,,
729,,,,,,,,,,
730,,,|725_730_2_391_,,,,,,,
731,,,,,,|696_731_5_374_,,,,
732,,,,,,,,,,
733,,,,,,,,,|733_733_8_393_,
734,,,,,,,,,,
735,,,,,|698_735_4_375_,,,,,
736,,,,,,,,,,
737,,,,,,,,,,
738,,,,,,,,,,
739,,,,,,,,,,
740,,,,,,,,,,
741,,,,,,,,,,
742,,,,,,,,,,
743,,,,,,|703_743_5_377_,,,,
744,,,,,,,,,,
745,,,,,,,,,,
746,,,,,,,,,,
747,,,,,,,,,,
748,,,,,,,,,,
749,,,,,,,,,,
750,,,,,,,,,,
751,,,,,,,,,,
752,,,,,,|712_752_5_382_,,,,
753,,,,,,,,,,
754,,,,,,,,,,
755,,,,,,,,,,
756,,,,,|716_756_4_384_,,,,,
757,,,,,,,,,,
758,,,,,|718_758_4_385_,,,,,
759,,,,,|719_759_4_386_,,,,,
760,,,,,|720_760_4_387_,,,,,
761,,,,,|756_761_4_399_,,,,,
762,,,,,,|722_762_5_388_|723_762_5_389_,,,,
763,,,,,,,,,,
764,,,,,,,,,,
765,,,,,,,,,,
766,,,,,|730_766_4_392_,,,,,
767,,,,,,,,,,
768,,,,,,,,,|768_768_8_403_,
769,,,,,,,,,,
770,,,,,,,,,,
771,,,,,,,,,,
772,,,,,,,,,,
773,,,,,,|745_773_5_395_,,,,
774,,,,,,|734_774_5_394_,,,,
775,,,,,,,,,,
776,,,,,,,,,,
777,,,,,,,,,,
778,,,,,,,,,,
779,,,|774_779_2_405_,,,,,,,
780,,,,,,,,,,
781,,,,,,,,,,
782,,,,,,,,,,
783,,,,,,,,,,
784,,,,,,,,,,
785,,,,,,|750_785_5_398_,,,,
786,,,,,,,,,,
787,,,,,,|747_787_5_396_,,,,
788,,,,,,,,,,
789,,,,,|749_789_4_397_,|759_789_5_400_,,,,
790,,,,,,,,,|773_790_8_404_,
791,,,,,,,,,,
792,,,,,,,,,,
793,,,|788_793_2_412_,,,,,,,
794,,,|789_794_2_413_,,,,,,,
795,,,,,|775_795_4_406_,,,,,
796,,,,,,,,,,
797,,,,,,,,,|777_797_8_408_,
798,,,,,,|764_798_5_401_,,,,
799,,,,,,,,,,
800,,,,,,,,,,
801,,,,,,,,,|785_801_8_410_|801_801_8_419_,
802,,,,,,,,,|802_802_8_420_,
803,,,,,,,,,,
804,,,,,|765_804_4_402_,,|799_804_6_417_,,,
805,,,,,,,,,,
806,,,,,,,,,,
807,,,,,,,,,,
808,,,|803_808_2_421_,,,,,,,
809,,,,,,,,,,
810,,,,,,,,,,
811,,,,,|800_811_4_418_,,,,,
812,,,,,,,,,,
813,,,|808_813_2_423_,,,,,,,
814,,,,,,,,,,
815,,,,,|776_815_4_407_,,,,,
816,,,,,,,,,,
817,,,|812_817_2_425_,,,,,,,
818,,,,,,,,,,
819,,,,,,,,,,
820,,,|815_820_2_426_,,,,,,,
821,,,,,,,,,,
822,,,,,|805_822_4_422_,,,,,
823,,,,,|783_823_4_409_,,,,,
824,,,,,,,,,,
825,,,,,|786_825_4_411_,,,,|825_825_8_429_,
826,,,,,,,,,,
827,,,,,,,,,,
828,,,,,,,,,,
829,,,,,,,,,,
830,,,,,,,,,|830_830_8_430_,
831,,,,,,|794_831_5_415_,,,,
832,,,,,,|793_832_5_414_,,,,
833,,,,,,,|831_833_6_431_,,,
834,,,,,,,,,,
835,,,,,|798_835_4_416_,,,,,
836,,,,,,,,,,
837,,,,,,,,,,
