tickNumber,in27,B14,B11,cn12,B54,B51,os4,
87,,,,,,|87_87_5_42_,|82_87_6_40_,
88,,,,,|86_88_4_41_,,,
89,,,,,|78_89_4_38_,,,
90,,,,,,,,
91,,,,,,,,
92,,,,,,,,
93,,,,,,,,
94,,|88_94_1_43_,,,,,,
95,,,,,,|94_95_5_47_,|95_95_6_48_,
96,,,,,,,,
97,,,,,,,,
98,,,,,,,,
99,,,,,,,,
100,,,,,,|80_100_5_39_,,
101,,,,,|89_101_4_44_,|101_101_5_51_,,
102,,|96_102_1_49_,,,,,|102_102_6_52_,
103,,,,,,,,
104,,,,,|91_104_4_45_,,|93_104_6_46_,
105,,,,,,,,
106,,,,,,,,
107,,,,,,,,
108,,,,,,,,
109,,,,,,,,
110,,,,,,,,
111,,|105_111_1_55_,,,,,,
112,,,,,,|104_112_5_54_,,
113,,,,,|99_113_4_50_,,,
114,,,,,,,,
115,,,,,,,,
116,,,,,,,,
117,,,,,|103_117_4_53_,,|111_117_6_58_,
118,,,,,,|113_118_5_59_,,
119,,,,,,,,
120,,,,,,,|110_120_6_57_,
121,,,,,,,,
122,,,,,,,,
123,,,,,|108_123_4_56_,,,
124,,,,,,,,
125,,,,,,,,
126,,,,,,|123_126_5_62_,,
127,,,,,,,|127_127_6_64_,
128,,,,,,,,
129,,,,,,,,
130,,,,,,,,
131,,,,,,,,
132,,,,,,,,
133,,,,,,|128_133_5_65_,,
134,,,,,,,,
135,,,,,,,,
136,,,,,,,,
137,,,,,,,,
138,,,,,|124_138_4_63_,|119_138_5_61_,,
139,,,,,,,,
140,,,,,,,,
141,,,,,,,,
142,,,,,,,,
143,,,,,,,,
144,,,,,,,,
145,,,,,,,,
146,,,,,,,,
147,,,,,,,,
148,,|135_148_1_67_,,,,,|144_148_6_72_,
149,,,,,,,,
150,,,,,,,,
151,,,,,|133_151_4_66_,,|151_151_6_77_,
152,,,,,,,|139_152_6_69_,
153,,,,,,,,
154,,,,,,,|118_154_6_60_,
155,,,,,|141_155_4_70_,,,
156,,,,,,,,
157,,,,,,,|157_157_6_81_,
158,,,,,,,,
159,,,,,,,,
160,,,,,,,,
161,,|148_161_1_75_,,,|142_161_4_71_,,|159_161_6_83_,
162,,,,,,,,
163,,,,,,,,
164,,,,,|146_164_4_73_,,,
165,,,,,,,,
166,,,,,,,,
167,,,,,|147_167_4_74_,,|166_167_6_89_,
168,,,,,,|152_168_5_78_,,
169,,,,,,,,
170,,,,,|150_170_4_76_,,,
171,,,,,,,,
172,,,,,,,,
173,,,,,,,,
174,,,,,,|160_174_5_84_,|138_174_6_68_,
175,,,,,|154_175_4_79_,|168_175_5_91_,,
176,,,,,,,|171_176_6_92_,
177,,,,,|156_177_4_80_,,,
178,,,,,,,,
179,,,,,|158_179_4_82_,,,
180,,,,,,,,
181,,,,,,,,
182,,,,,|165_182_4_88_,|167_182_5_90_,|175_182_6_95_,
183,,,,,|161_183_4_85_,,,
184,,,,,|162_184_4_86_,,,
185,,,,,|163_185_4_87_,,,
186,,,,,,,,
187,,,,,,,,
188,,,,,,|174_188_5_94_,,
189,,,,,,,,
190,,,,,,,,
191,,,,,,,,
192,,,,,,,,
193,,,,,,,,
194,,,,,,,,
195,,,,,|172_195_4_93_,,,
196,,,,,,,,
197,,,,,,|185_197_5_98_,,
198,,,,,,,,
199,,,,,,,,
200,,,,,,,,
201,,,,,,,,
202,,,,,,|199_202_5_103_,,
203,,,,,,,|195_203_6_101_,
204,,,,,|180_204_4_96_,|202_204_5_105_,,
205,,,,,,,,
206,,,,,|205_206_4_108_,|198_206_5_102_,|206_206_6_109_,
207,,,,,,,|207_207_6_110_,
208,,,,,,,,
209,,,,,,,,
210,,,,,,,,
211,,,,,,,|211_211_6_112_,
212,,,,,,,,
213,,,,,,,|194_213_6_100_,
214,,,,,,|182_214_5_97_,,
215,,,,,,,,
216,,,,,,,,
217,,,,,,,,
218,,,,,,,,
219,,,,,,,,
220,,,,,,,,
221,,,,,,,,
222,,,,,,|190_222_5_99_,,
223,,,,,,,,
224,,,,,|218_224_4_116_,,,
225,,,,,,,,
226,,,,,|200_226_4_104_,,,
227,,,,,,,,
228,,,,,,,,
229,,,,,,,,
230,,,,,|203_230_4_106_,,,
231,,,,,,|204_231_5_107_,,
232,,,,,,,,
233,,,,,,|212_233_5_113_,,
234,,,,,,,|208_234_6_111_,
235,,,,,,,,
236,,,,,,,,
237,,,,,,,,
238,,,,,,,|213_238_6_114_,
239,,,,,|219_239_4_117_,,,
240,,,,,,,|233_240_6_123_,
241,,,,,,,,
242,,,,,,,,
243,,,,,,,,
244,,,,,|238_244_4_124_,,,
245,,,,,,,,
246,,,,,,,|246_246_6_128_,
247,,,,,,,,
248,,,,,,,,
249,,,,,|220_249_4_118_,,,
250,,,,,,,,
251,,,,,|226_251_4_120_,,,
252,,,,,,,,
253,,,,,,,,
254,,,,,,,|240_254_6_126_,
255,,|239_255_1_125_,,,|217_255_4_115_,,,
256,,|256_256_1_134_,,,,,,
257,,,,,,,,
258,,,,,,,,
259,,,,,,,,
260,,,,,,|231_260_5_122_,|259_260_6_135_,
261,,,,,,,,
262,,,,,,,,
263,,,,,,,,
264,,|227_264_1_121_,,,,,,
265,,|225_265_1_119_,,,,,|247_265_6_129_,
266,,,,,,,,
267,,,,,,,,
268,,,,,,,,
269,,,,,,,,
270,,,,,,,,
271,,,,,,,,
272,,,,,,,,
273,,,,,,,,
274,,,,,,,|267_274_6_138_,
275,,,,,,,|242_275_6_127_|262_275_6_136_,
276,,,,,,,,
277,,,,,,|273_277_5_142_,,
278,,,,,,,,
279,,,,,,,,
280,,,,,,,,
281,,,,,,,,
282,,|279_282_1_145_,,,,,,
283,,,,,,|249_283_5_131_,|248_283_6_130_,
284,,|264_284_1_137_|280_284_1_146_,,,,,|254_284_6_133_,
285,,,,,,,|278_285_6_144_,
286,,,,,,,,
287,,,,,,,|269_287_6_140_,
288,,,,,,,,
289,,,,,,,,
290,,,,,,|251_290_5_132_,,
291,,,,,,,,
292,,,,,|268_292_4_139_,,,
293,,,,,,,,
294,,,,,,,,
295,,,,,,,|293_295_6_151_,
296,,,,,,,,
297,,,,,,,,
298,,,,,,,,
299,,,,,|271_299_4_141_,,,
300,,,,,,,|296_300_6_152_,
301,,,,,,,,
302,,,,,,,,
303,,|301_303_1_155_,,,,,,
304,,,,,,,,
305,,,,,,|284_305_5_147_,,
306,,,,,,,,
307,,,,,,,,
308,,,,,,,,
309,,,,,,,,
310,,,,,,,|298_310_6_153_,
311,,,,,,,|307_311_6_160_,
312,,,,,|274_312_4_143_,,|306_312_6_159_|309_312_6_162_,
313,,,,,,,,
314,,,,,|299_314_4_154_,,,
315,,,,,|290_315_4_149_,,,
316,,,,,,,,
317,,,,,,,,
318,,,,,,,|316_318_6_167_,
319,,,,,,,,
320,,|303_320_1_156_,,,,,,
321,,,,,,,,
322,,|313_322_1_165_,,,,,,
323,,,,,,,,
324,,,,,,,|288_324_6_148_,
325,,,,,,,,
326,,,,,,,,
327,,,,,,,|321_327_6_170_,
328,,,,,,,,
329,,,,,,,|304_329_6_157_,
330,,|291_330_1_150_|317_330_1_168_,,,,,,
331,,,,,,,,
332,,,,,,,,
333,,,,,|305_333_4_158_,,,
334,,,,,,,|327_334_6_174_,
335,,,,,,,,
336,,,,,,,,
337,,,,,,,,
338,,,,,,|310_338_5_163_,,
339,,,,,,,,
340,,,,,|332_340_4_177_,,|324_340_6_172_,
341,,,,,,,|320_341_6_169_,
342,,,,,,,,
343,,,,,|330_343_4_176_,,,
344,,,,,,,,
345,,,,,,,,
346,,,,,,,,
347,,,,,,,,
348,,,,,,|308_348_5_161_,,
349,,,,,,,,
350,,,,,,,|312_350_6_164_,
351,,,,,,,,
352,,,,,,|342_352_5_184_,,
353,,,,,,,,
354,,|314_354_1_166_,,,|322_354_4_171_,,,
355,,,,,,,|346_355_6_187_,
356,,,,,,|329_356_5_175_,,
357,,,,,,,,
358,,,,,,,,
359,,,,,|334_359_4_179_,,|325_359_6_173_,
360,,,,,,,,
361,,,,,,,|335_361_6_180_,
362,,,,,,,,
363,,,,,,|345_363_5_186_,,
364,,,,,|356_364_4_192_,,|339_364_6_182_,
365,,,,,|333_365_4_178_,,,
366,,,,,,,,
367,,,,,,,,
368,,,,,,,,
369,,,,,|340_369_4_183_,,,
370,,,,,,,|337_370_6_181_,
371,,,,,,,,
372,,,,,,,,
373,,,,,,,,
374,,,,,,,,
375,,,,,|349_375_4_190_,,,
376,,,,,,,,
377,,,,,|357_377_4_193_,,,
378,,,,,,,,
379,,|379_379_1_206_,,,,,,
380,,,,,,,,
381,,,,,,,,
382,,,,,,,,
383,,,,,,,|343_383_6_185_|347_383_6_188_|360_383_6_195_,
384,,,,,,,|383_384_6_208_,
385,,,,,,,,
386,,|372_386_1_202_,,,|359_386_4_194_,,,
387,,,,,,,,
388,,,,,,|348_388_5_189_,,
389,,,,,|355_389_4_191_,,,
390,,,,,,,,
391,,,,,|367_391_4_199_,,,
392,,,,,,,,
393,,,,,|368_393_4_200_,,,
394,,,,,,,,
395,,,,,|371_395_4_201_,,,
396,,,,,|365_396_4_198_,,,
397,,,,,,,|361_397_6_196_,
398,,,,,,,,
399,,,,,,|362_399_5_197_,,
400,,,,,,,,
401,,,,,,,,
402,,,,,,,,
403,,|387_403_1_210_|400_403_1_216_,,,,,,
404,,,,,|374_404_4_204_,,,
405,,,,,,,,
406,,,,,,,,
407,,,,,,,,
408,,|381_408_1_207_,,,,,|396_408_6_214_,
409,,,,,|377_409_4_205_,,,
410,,,,,,,,
411,,,,,,|393_411_5_213_,|398_411_6_215_,
412,,,,,,,,
413,,|373_413_1_203_,,,,,,
414,,,,,,,,
415,,,,,,|391_415_5_211_,,
416,,,,,,,,
417,,,,,,,,
418,,,,,,,|406_418_6_220_,
419,,,,,,,,
420,,,,,,,,
421,,,,,,,,
422,,,,,,,|421_422_6_227_,
423,,,,,,,,
424,,,,,,,,
425,,|404_425_1_219_,,,,,,
426,,,,,|386_426_4_209_,,,
427,,,,,,,,
428,,,,,,,,
429,,,,,|392_429_4_212_,,|427_429_6_231_,
430,,,,,,,,
431,,,,,,,,
432,,,,,,,|402_432_6_217_,
433,,,,,,,|432_433_6_234_,
434,,,,,,,,
435,,,,,,,,
436,,,,,|407_436_4_221_,,,
437,,,,,,,|435_437_6_235_,
438,,,,,,,,
439,,,,,|403_439_4_218_,,|426_439_6_230_,
440,,,,,|409_440_4_222_,,,
441,,,,,,,,
442,,,,,,,,
443,,,,,|411_443_4_223_,,|415_443_6_225_,
444,,,,,,,,
445,,,,,,,,
446,,,,,,,,
447,,,,,,,,
448,,,,,|413_448_4_224_,,,
449,,,,,,,|445_449_6_239_,
450,,,,,,,|430_450_6_233_,
451,,|438_451_1_237_,,,,,,
452,,,,,,,,
453,,,,,,,,
454,,,,,,,,
455,,,,,,,,
456,,,,,,,,
457,,,,,,,|419_457_6_226_|457_457_6_245_,
458,,|423_458_1_228_|454_458_1_243_,,,,,,
459,,,,,,,,
460,,,,,,,,
461,,,,,,,|451_461_6_241_,
462,,,,,,,,
463,,,,,,,,
464,,,,,,,|424_464_6_229_|459_464_6_246_,
465,,,,,,,,
466,,,,,,,,
467,,|428_467_1_232_,,,,,,
468,,,,,,,,
469,,,,,,,|439_469_6_238_,
470,,,,,,,|436_470_6_236_,
471,,,,,,,,
472,,,,,,,,
473,,,,,,,,
474,,,,,,,|472_474_6_253_,
475,,,,,,,,
476,,,,,,,|476_476_6_257_,
477,,,,,,,|469_477_6_251_,
478,,,,,,,,
479,,,,,,,|453_479_6_242_,
480,,,,,,,|449_480_6_240_,
481,,,,,,,,
482,,,,,,,|464_482_6_248_,
483,,,,,,,,
484,,|475_484_1_256_,,,,,,
485,,,,,,,,
486,,,,,,,,
487,,,,,,,,
488,,,,,,|481_488_5_260_,,
489,,,,,,,,
490,,,,,|456_490_4_244_,,|488_490_6_264_,
491,,|484_491_1_261_,,,,,|473_491_6_254_,
492,,,,,,,,
493,,,,,,,,
494,,|490_494_1_266_,,,,,,
495,,,,,,,,
496,,,,,,,,
497,,,,,,,,
498,,,,,|463_498_4_247_,|489_498_5_265_,,
499,,,,,,,,
500,,,,,,|467_500_5_250_,,
501,,,,,,,,
502,,,,,,,,
503,,,,,,,,
504,,,,,,|466_504_5_249_,,
505,,,,,,,,
506,,,,,,,,
507,,,,,,,,
508,,,,,,,|470_508_6_252_,
509,,,,,,,|508_509_6_274_,
510,,,,,|474_510_4_255_,,|486_510_6_263_,
511,,,,,,,,
512,,,,,,,|512_512_6_277_,
513,,|502_513_1_272_,,,,,,
514,,|509_514_1_275_,,,|477_514_4_258_,,,
515,,,,,,,,
516,,,,,,,,
517,,,,,|480_517_4_259_,,,
518,,,,,|514_518_4_279_,,,
519,,,,,,,,
520,,,,,,,,
521,,,,,,,|494_521_6_269_|521_521_6_282_,
522,,,,,,,,
523,,,,,|485_523_4_262_,,,
524,,,,,,,|492_524_6_268_|524_524_6_284_,
525,,|522_525_1_283_,,,,,,
526,,,,,,,,
527,,,,,,,,
528,,,,,,,,
529,,,,,,,,
530,,,,,,,|491_530_6_267_,
531,,,,,|499_531_4_270_,,,
532,,,,,,,,
533,,,,,|513_533_4_278_,,,
534,,|527_534_1_286_,,,,,,
535,,,,,,,,
536,,,,,,,,
537,,,,,,,,
538,,,,,,,,
539,,,,,,,,
540,,,,,,,,
541,,,,,|501_541_4_271_,,,
542,,,,,,,,
543,,,,,,|511_543_5_276_,|543_543_6_289_,
544,,,,,,,,
545,,,,,,,,
546,,,,,|506_546_4_273_,,,
547,,,,,,,,
548,,,,,,,,
549,,,,,|545_549_4_291_,,,
550,,,,,,,,
551,,,,,,,,
552,,,,,,,,
553,,,,,,,,
554,,,,,,|519_554_5_281_,,
555,,,,,,,,
556,,,,,|516_556_4_280_,,,
557,,,,,|551_557_4_294_,,,
558,,,,,,,,
559,,,,,,,,
560,,,,,|555_560_4_297_,,,
561,,,,,,,,
562,,,,,,,,
563,,|553_563_1_295_,,,,,,
564,,,,,,,,
565,,|560_565_1_299_,,,,,,
566,,|561_566_1_300_,,,|526_566_4_285_,,,
567,,,,,,,|534_567_6_287_,
568,,,,,,,,
569,,,,,,,|544_569_6_290_,
570,,,,,|566_570_4_302_,,,
571,,,,,,,,
572,,,,,,,,
573,,,,,,,,
574,,,,,,,,
575,,,,,|535_575_4_288_,,,
576,,,,,,,|576_576_6_306_,
577,,,,,,,|563_577_6_301_,
578,,,,,,,,
579,,,,,,|550_579_5_293_,,
580,,|575_580_1_305_,,,,,,
581,,,,,,|547_581_5_292_,,
582,,,,,,,,
583,,,,,,,,
584,,,,,,,,
585,,,,,,|558_585_5_298_,,
586,,,,,,,,
587,,,,,,,,
588,,,,,,,,
589,,,,,,,,
590,,,,,,,,
591,,,,,,,,
592,,,,,,|554_592_5_296_,,
593,,,,,,,,
594,,,,,,,,
595,,,,,,,|594_595_6_317_,
596,,,,,,,,
597,,,,,,|577_597_5_307_,,
598,,,,,|586_598_4_313_,,,
599,,,,,,|567_599_5_303_,,
600,,,,,,,,
601,,,,,,,,
602,,,,,,,|597_602_6_319_,
603,,,,,,,,
604,,,,,,,,
605,,,,,,,,
606,,,,,,,,
607,,,,,|578_607_4_308_,,|607_607_6_325_,
608,,,,,,,,
609,,,,,,,|591_609_6_315_,
610,,|570_610_1_304_,,,,,,
611,,,,,,,,
612,,,,,,,,
613,,,,,|580_613_4_310_,,,
614,,|581_614_1_311_,,,,,,
615,,,,,,,,
616,,,,,,,,
617,,,,,|584_617_4_312_,,,
618,,,,,,,,
619,,,,,,,|579_619_6_309_,
620,,,,,,,,
621,,,,,,,,
622,,,,,,,,
623,,,,,,,,
624,,,,,,,,
625,,,,,,,,
626,,,,,,,,
627,,,,,,|589_627_5_314_,,
628,,,,,,,,
629,,|620_629_1_330_,,,,,,
630,,,,,|595_630_4_318_,,,
631,,,,,,,,
632,,,,,,|592_632_5_316_,,
633,,,,,,,,
634,,,,,,,,
635,,,,,,,|600_635_6_321_,
636,,,,,,,,
637,,,,,,,,
638,,,,,,,,
639,,|630_639_1_335_,,,,,|599_639_6_320_|603_639_6_322_,
640,,,,,|604_640_4_323_,,,
641,,,,,,,,
642,,,,,,,,
643,,,,,,,,
644,,,,,,,,
645,,,,,,,|606_645_6_324_,
646,,,,,,,,
647,,,,,|610_647_4_327_,,,
648,,,,,,,,
649,,,,,,|609_649_5_326_,,
650,,,,,,,,
651,,,,,,,,
652,,,,,|615_652_4_328_,,,
653,,,,,,,,
654,,,,,,,,
655,,,,,,,,
656,,,,,,,|621_656_6_331_,
657,,,,,|619_657_4_329_,,,
658,,,,,,,,
659,,,,,,,,
660,,,,,|622_660_4_332_,|623_660_5_333_,,
661,,,,,,,,
662,,,,,,,,
663,,,,,,,,
664,,,,,|626_664_4_334_,,,
665,,,,,,,,
666,,,,,,,,
667,,,,,,,,
668,,,,,,,|642_668_6_340_,
669,,,,,,,,
670,,,,,,,|645_670_6_342_,
671,,,,,,|632_671_5_336_,,
672,,|658_672_1_348_,,,,,|633_672_6_337_,
673,,,,,,,,
674,,,,,|661_674_4_351_,,,
675,,,,,,|640_675_5_339_,,
676,,,,,,|637_676_5_338_,,
677,,,,,,,,
678,,,,,,,,
679,,,,,,,,
680,,,,,,,,
681,,,,,,,,
682,,,,,,,|647_682_6_343_|668_682_6_356_,
683,,,,,,|643_683_5_341_,,
684,,,,,,,,
685,,,,,,,,
686,,,,,,,,
687,,,,,,,|648_687_6_344_,
688,,,,,,,,
689,,,,,,,|650_689_6_345_,
690,,,,,,,,
691,,,,,,,,
692,,,,,,|653_692_5_347_,|652_692_6_346_,
693,,,,,,,,
694,,,,,,,|663_694_6_352_,
695,,,,,,,,
696,,,,,,,|677_696_6_361_,
697,,,,,,,,
698,,,,,,,|660_698_6_350_,
699,,,,,|659_699_4_349_,,,
700,,,,,,,,
701,,|669_701_1_357_,,,,,,
702,,,,,,,,
703,,,,,,,,
704,,,,,|664_704_4_353_,,,
705,,,,,|665_705_4_354_,|666_705_5_355_,,
706,,,,,,,|670_706_6_358_,
707,,,,,,,,
708,,|675_708_1_360_,,,,,,
709,,,,,,,,
710,,,,,,,,
711,,,,,,,,
712,,,,,,,,
713,,,,,,,|673_713_6_359_,
714,,,,,,,,
715,,,,,|678_715_4_362_,,,
716,,,,,,,,
717,,,,,,,|692_717_6_365_,
718,,,,,,,,
719,,,,,,,,
720,,,,,,,,
721,,,,,,|681_721_5_363_,,
722,,,,,,,,
723,,,,,,,,
724,,,,,,,,
725,,,,,,,|688_725_6_364_,
726,,,,,,,,
727,,,,,,,,
728,,,,,|693_728_4_366_,,,
729,,,,,,,,
730,,,,,,,|695_730_6_367_,
731,,,,,,,,
732,,,,,,,,
733,,,,,,,,
734,,,,,,,,
735,,,,,,,,
736,,,,,,,,
737,,,,,,,,
738,,,,,|702_738_4_369_,,,
739,,,,,,,,
740,,,,,,,|701_740_6_368_,
741,,,,,,,,
742,,,,,,,,
743,,,,,,,,
744,,,,,,,,
745,,|725_745_1_377_,,,|708_745_4_371_,,|707_745_6_370_,
746,,,,,,,,
747,,,,,,,,
748,,,,,,,,
749,,,,,,,,
750,,,,,|710_750_4_372_,,,
751,,,,,|711_751_4_373_,,,
752,,,,,,,,
753,,,,,,,,
754,,,,,,,,
755,,,,,,,|717_755_6_374_,
756,,,,,,,,
757,,,,,,,,
758,,,,,,,,
759,,,,,,,|719_759_6_375_,
760,,,,,|720_760_4_376_,,,
761,,,,,,,,
762,,,,,,,,
763,,,,,,,,
764,,,,,,,,
765,,,,,,,,
766,,,,,,,,
767,,,,,,,,
768,,,,,,,,
769,,,,,,,|729_769_6_378_,
770,,,,,,,,
771,,,,,,,,
772,,,,,,,,
773,,,,,,|735_773_5_380_,|734_773_6_379_,
774,,,,,,,,
775,,,,,,,,
776,,,,,|739_776_4_382_,,,
777,,,,,,,|737_777_6_381_,
778,,,,,,,,
779,,,,,,,,
780,,,,,|740_780_4_383_,,,
781,,,,,,,,
782,,,,,,|742_782_5_384_,,
783,,,,,,,,
784,,,,,,,,
785,,,,,,,,
786,,,,,,,,
787,,,,,,,,
788,,,,,,,,
789,,,,,,,,
790,,,,,,,,
791,,,,,,,|752_791_6_385_,
792,,,,,,,|755_792_6_387_,
793,,,,,,,,
794,,,,,,|754_794_5_386_,,
795,,,,,,,|762_795_6_389_,
796,,,,,,,,
797,,,,,,,,
798,,,,,,,|775_798_6_395_,
799,,,,,,,,
800,,,,,,,|761_800_6_388_,
801,,,,,,,,
802,,,,,,,,
803,,,,,,,,
804,,,,,|764_804_4_390_,,,
805,,,,,,,|765_805_6_391_,
806,,,,,,,,
807,,,,,,,|771_807_6_393_,
808,,,,,,,,
809,,|787_809_1_401_,,,|778_809_4_397_,,|770_809_6_392_,
810,,,,,,,,
811,,,,,,,|784_811_6_400_,
812,,,,,|773_812_4_394_,,,
813,,|793_813_1_402_,,,,,,
814,,,,,,,,
815,,,,,,,,
816,,,,,,,|776_816_6_396_,
817,,,,,|781_817_4_399_,,|800_817_6_406_,
818,,,,,,,,
819,,,,,,,,
820,,,,,|780_820_4_398_,,|803_820_6_408_|814_820_6_415_,
821,,,,,,,|796_821_6_404_,
822,,,,,,,,
823,,,,,,,|804_823_6_409_,
824,,,,,,,,
825,,,,,,,,
826,,,,,,,,
827,,,,,,,,
828,,,,,,,,
829,,,,,,,,
830,,,,,,,,
831,,,,,,,,
832,,,,,,,,
833,,,,,,,,
834,,|830_834_1_424_,,,,,|794_834_6_403_,
835,,,,,,,,
836,,,,,,,,
837,,,,,,,|802_837_6_407_,
838,,,,,|799_838_4_405_,,,
839,,,,,,,,
840,,,,,,,|815_840_6_416_,
841,,,,,,,|816_841_6_417_,
842,,,,,,,,
843,,,,,,,,
844,,,,,,,,
845,,,,,,,|805_845_6_410_,
846,,,,,,,,
847,,,,,,,,
848,,,,,,,,
849,,,,,|809_849_4_411_,,|812_849_6_414_,
850,,|846_850_1_434_,,,,,|810_850_6_412_|850_850_6_435_,
851,,,,,|811_851_4_413_,,,
852,,,,,,,,
853,,,,,,,,
854,,,,,|817_854_4_418_,,,
855,,,,,|844_855_4_433_,,,
856,,,,,,,|820_856_6_420_|838_856_6_429_,
857,,|853_857_1_437_,,,,,|819_857_6_419_,
858,,,,,,,|823_858_6_421_,
859,,,,,|851_859_4_436_,,,
860,,,,,,,,
861,,,,,,,,
862,,,,,,,|833_862_6_425_|854_862_6_438_,
863,,,,,,,,
864,,,,,|824_864_4_422_,,|828_864_6_423_,
865,,,,,,,,
866,,,,,,,|842_866_6_431_,
867,,,,,,,,
868,,,,,,,|835_868_6_427_,
869,,,,,,,,
870,,,,,,,|834_870_6_426_,
871,,,,,,,,
872,,,,,,,,
873,,,,,,,,
874,,,,,,,|874_874_6_446_,
875,,,,,,|836_875_5_428_,,
876,,,,,,,,
877,,,,,,,,
878,,,,,,,,
879,,,,,,,,
880,,,,,|840_880_4_430_,,,
881,,,,,,,,
882,,,,,,|843_882_5_432_,,
883,,,,,,,,
884,,,,,,,,
885,,,,,,,,
886,,,,,,,,
887,,,,,,,,
888,,,,,,,,
889,,,,,,,,
890,,,,,,,,
891,,,,,,,,
892,,,,,,,,
893,,,,,,,,
894,,,,,,,|894_894_6_453_,
895,,|891_895_1_451_,,,,,|890_895_6_450_|893_895_6_452_,
896,,,,,,,,
897,,,,,,,,
898,,,,,|862_898_4_440_|870_898_4_442_,,|895_898_6_454_|898_898_6_456_,
899,,,,,,,,
900,,,,,,|861_900_5_439_,,
901,,,,,,,,
902,,,,,,,|882_902_6_447_,
903,,,,,,,,
904,,,,,,,,
905,,,,,,,,
906,,,,,,,|868_906_6_441_,
907,,,,,,,,
908,,,,,,,|872_908_6_444_,
909,,,,,,,|906_909_6_458_,
910,,,,,|908_910_4_460_,|871_910_5_443_,,
911,,,,,,,,
912,,,,,,|873_912_5_445_,,
913,,,,,,,,
914,,,,,,,,
915,,,,,,,,
916,,,,,,,,
917,,,,,,,,
918,,,,,,,,
919,,,,,,,,
920,,,,,,,|911_920_6_462_,
921,,,,,,,,
922,,|918_922_1_467_,,,,,,
923,,,,,|883_923_4_448_,,|923_923_6_469_,
924,,,,,,,,
925,,,,,,,,
926,,,,,,,,
927,,,,,,,|927_927_6_470_,
928,,,,,,,,
929,,,,,|889_929_4_449_,,,
930,,,,,,,,
931,,,,,,,,
932,,,,,,,,
933,,,,,,,|928_933_6_471_,
934,,,,,,,|929_934_6_472_,
935,,,,,,,,
936,,,,,|896_936_4_455_,,,
937,,,,,,,,
938,,,,,|901_938_4_457_,,|938_938_6_476_,
939,,,,,,,|939_939_6_477_,
940,,,,,,,,
941,,,,,,,,
942,,,,,,,,
943,,,,,,,,
944,,,,,,,,
945,,,,,,,,
946,,,,,,,,
947,,,,,,|907_947_5_459_,,
948,,,,,,,,
949,,,,,|909_949_4_461_,,|944_949_6_479_,
950,,,,,,,,
951,,,,,|913_951_4_464_,|912_951_5_463_,,
952,,,,,,,|952_952_6_484_,
953,,,,,,,|953_953_6_485_,
954,,,,,|914_954_4_465_,,,
955,,,,,,,,
956,,,,,,|916_956_5_466_,,
957,,,,,,,,
958,,,,,,,|958_958_6_488_,
959,,,,,|919_959_4_468_,,|954_959_6_486_,
960,,,,,,,|955_960_6_487_,
