jobId,arrivalTime,maxStartDelay,urgency,minTimeForHandling,maxTimeForHandling,location,terrain,vehicle,timeOfTheDay,weather,scenarioType
job34_scenario0_435,435,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job35_scenario4_470,470,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job36_scenario4_501,501,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job37_scenario0_508,508,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job38_scenario0_511,511,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job39_scenario4_528,528,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job40_scenario0_532,532,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job41_scenario4_545,545,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job42_scenario4_549,549,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job43_scenario1_584,584,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job44_scenario3_592,592,20,8,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job45_scenario3_595,595,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job46_scenario0_600,600,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job47_scenario3_648,648,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job48_scenario3_666,666,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job49_scenario2_683,683,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job50_scenario4_686,686,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job51_scenario3_689,689,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job52_scenario2_701,701,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job53_scenario2_762,762,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job54_scenario2_788,788,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job55_scenario1_797,797,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job56_scenario2_843,843,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job57_scenario1_853,853,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job58_scenario3_857,857,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job59_scenario3_916,916,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job60_scenario4_932,932,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job61_scenario3_942,942,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job62_scenario3_988,988,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job63_scenario1_1085,1085,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job64_scenario4_1086,1086,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job65_scenario2_1164,1164,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job66_scenario3_1568,1568,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job67_scenario4_1595,1595,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job68_scenario0_1616,1616,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job69_scenario0_1729,1729,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job70_scenario3_1827,1827,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job71_scenario0_1935,1935,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job72_scenario2_2020,2020,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job73_scenario2_2129,2129,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job74_scenario0_2149,2149,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job75_scenario3_2957,2957,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job76_scenario4_3443,3443,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job77_scenario3_3495,3495,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job78_scenario0_3602,3602,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job79_scenario4_3626,3626,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job80_scenario4_3639,3639,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job81_scenario4_3644,3644,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job82_scenario4_3653,3653,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job83_scenario2_3672,3672,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job84_scenario4_3684,3684,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job85_scenario4_3694,3694,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job86_scenario4_3709,3709,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job87_scenario4_3725,3725,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job88_scenario4_3730,3730,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job89_scenario4_3736,3736,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job90_scenario4_3737,3737,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job91_scenario3_3748,3748,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job92_scenario0_3760,3760,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job93_scenario2_3764,3764,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job94_scenario4_3765,3765,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job95_scenario4_3775,3775,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job96_scenario3_3778,3778,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job97_scenario2_3786,3786,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job98_scenario4_3787,3787,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job99_scenario2_3808,3808,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job100_scenario4_3815,3815,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job101_scenario4_3816,3816,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job102_scenario1_3826,3826,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job103_scenario4_3831,3831,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job104_scenario4_3836,3836,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job105_scenario1_3838,3838,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job106_scenario4_3846,3846,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job107_scenario4_3865,3865,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job108_scenario3_3866,3866,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job109_scenario3_3870,3870,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job110_scenario4_3872,3872,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job111_scenario4_3883,3883,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job112_scenario3_3903,3903,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job113_scenario3_3908,3908,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job114_scenario4_3911,3911,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job115_scenario3_3912,3912,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job116_scenario3_3915,3915,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job117_scenario4_3918,3918,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job118_scenario1_3919,3919,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job119_scenario4_3924,3924,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job120_scenario2_3946,3946,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job121_scenario1_3957,3957,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job122_scenario2_3969,3969,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job123_scenario2_3970,3970,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job124_scenario0_3977,3977,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job125_scenario4_3989,3989,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job126_scenario0_4005,4005,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job127_scenario4_4022,4022,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job128_scenario0_4038,4038,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job129_scenario1_4042,4042,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job130_scenario4_4061,4061,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job131_scenario1_4062,4062,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job132_scenario4_4085,4085,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job133_scenario4_4100,4100,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job134_scenario1_4143,4143,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job135_scenario4_4147,4147,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job136_scenario4_4148,4148,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job137_scenario0_4157,4157,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job138_scenario3_4160,4160,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job139_scenario4_4168,4168,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job140_scenario2_4182,4182,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job141_scenario2_4191,4191,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job142_scenario4_4192,4192,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job143_scenario2_4212,4212,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job144_scenario4_4214,4214,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job145_scenario4_4218,4218,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job146_scenario4_4233,4233,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job147_scenario4_4275,4275,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job148_scenario4_4278,4278,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job149_scenario4_4292,4292,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job150_scenario3_4318,4318,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job151_scenario4_4332,4332,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job152_scenario2_4348,4348,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job153_scenario4_4350,4350,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job154_scenario4_4359,4359,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job155_scenario4_4364,4364,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job156_scenario0_4368,4368,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job157_scenario2_4370,4370,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job158_scenario3_4372,4372,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job159_scenario4_4384,4384,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job160_scenario4_4391,4391,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job161_scenario0_4393,4393,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job162_scenario4_4411,4411,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job163_scenario4_4419,4419,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job164_scenario0_4435,4435,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job165_scenario4_4443,4443,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job166_scenario4_4466,4466,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job167_scenario1_4481,4481,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job168_scenario3_4484,4484,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job169_scenario4_4486,4486,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job170_scenario1_4491,4491,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job171_scenario0_4495,4495,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job172_scenario2_4508,4508,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job173_scenario0_4516,4516,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job174_scenario4_4517,4517,20,8,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job175_scenario2_4525,4525,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job176_scenario1_4541,4541,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job177_scenario4_4542,4542,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job178_scenario4_4543,4543,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job179_scenario4_4546,4546,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job180_scenario3_4550,4550,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job181_scenario2_4551,4551,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job182_scenario3_4552,4552,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job183_scenario2_4557,4557,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job184_scenario4_4564,4564,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job185_scenario4_4571,4571,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job186_scenario2_4577,4577,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job187_scenario2_4581,4581,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job188_scenario0_4583,4583,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job189_scenario3_4590,4590,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job190_scenario2_4591,4591,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job191_scenario2_4594,4594,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job192_scenario1_4596,4596,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job193_scenario3_4598,4598,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job194_scenario4_4603,4603,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job195_scenario3_4619,4619,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job196_scenario0_4620,4620,20,8,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job197_scenario4_4624,4624,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job198_scenario4_4626,4626,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job199_scenario4_4634,4634,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job200_scenario4_4642,4642,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job201_scenario4_4651,4651,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job202_scenario4_4664,4664,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job203_scenario0_4668,4668,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job204_scenario4_4674,4674,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job205_scenario3_4675,4675,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job206_scenario1_4686,4686,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job207_scenario4_4691,4691,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job208_scenario3_4703,4703,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job209_scenario3_4734,4734,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job210_scenario1_4751,4751,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job211_scenario4_4754,4754,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job212_scenario4_4761,4761,20,8,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job213_scenario1_4769,4769,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job214_scenario0_4770,4770,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job215_scenario0_4777,4777,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job216_scenario4_4780,4780,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job217_scenario4_4812,4812,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job218_scenario0_4826,4826,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job219_scenario1_4838,4838,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job220_scenario1_4845,4845,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job221_scenario4_4847,4847,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job222_scenario4_4852,4852,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job223_scenario1_4857,4857,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job224_scenario4_4858,4858,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job225_scenario4_4870,4870,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job226_scenario3_4873,4873,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job227_scenario1_4874,4874,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job228_scenario1_4876,4876,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job229_scenario4_4880,4880,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job230_scenario4_4890,4890,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job231_scenario4_4893,4893,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job232_scenario2_4894,4894,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job233_scenario2_4898,4898,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job234_scenario4_4900,4900,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job235_scenario1_4902,4902,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job236_scenario0_4905,4905,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job237_scenario4_4909,4909,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job238_scenario3_4917,4917,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job239_scenario4_4922,4922,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job240_scenario3_4928,4928,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job241_scenario1_4934,4934,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job242_scenario1_4937,4937,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job243_scenario4_4938,4938,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job244_scenario1_4941,4941,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job245_scenario3_4942,4942,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job246_scenario4_4943,4943,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job247_scenario4_4948,4948,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job248_scenario4_4952,4952,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job249_scenario1_4954,4954,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job250_scenario2_4958,4958,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job251_scenario3_4963,4963,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job252_scenario1_4974,4974,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job253_scenario4_4978,4978,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job254_scenario4_4981,4981,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job255_scenario4_4994,4994,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job256_scenario2_4998,4998,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job257_scenario4_5004,5004,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job258_scenario4_5006,5006,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job259_scenario1_5022,5022,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job260_scenario1_5030,5030,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job261_scenario4_5031,5031,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job262_scenario4_5044,5044,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job263_scenario4_5046,5046,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job264_scenario2_5048,5048,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job265_scenario4_5050,5050,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job266_scenario2_5051,5051,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job267_scenario4_5052,5052,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job268_scenario1_5053,5053,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job269_scenario3_5065,5065,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job270_scenario1_5068,5068,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job271_scenario4_5073,5073,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job272_scenario2_5076,5076,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job273_scenario1_5077,5077,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job274_scenario1_5080,5080,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job275_scenario1_5082,5082,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job276_scenario1_5085,5085,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job277_scenario2_5086,5086,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job278_scenario4_5089,5089,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job279_scenario4_5090,5090,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job280_scenario2_5091,5091,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job281_scenario4_5092,5092,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job282_scenario3_5098,5098,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job283_scenario1_5102,5102,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job284_scenario0_5104,5104,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job285_scenario4_5107,5107,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job286_scenario1_5110,5110,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job287_scenario1_5113,5113,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job288_scenario2_5121,5121,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job289_scenario1_5124,5124,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job290_scenario0_5128,5128,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job291_scenario2_5133,5133,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job292_scenario0_5135,5135,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job293_scenario2_5138,5138,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job294_scenario1_5141,5141,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job295_scenario4_5146,5146,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job296_scenario4_5148,5148,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
