jobId,arrivalTime,maxStartDelay,urgency,minTimeForHandling,maxTimeForHandling,location,terrain,vehicle,timeOfTheDay,weather,scenarioType
job70_scenario4_1787,1787,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job71_scenario2_1824,1824,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job72_scenario1_1828,1828,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job73_scenario2_1958,1958,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job74_scenario4_1965,1965,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job75_scenario4_2045,2045,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job76_scenario3_2052,2052,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job77_scenario3_2081,2081,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job78_scenario4_2108,2108,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job79_scenario4_2947,2947,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job80_scenario4_2969,2969,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job81_scenario4_3115,3115,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job82_scenario4_3254,3254,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job83_scenario4_3463,3463,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job84_scenario4_3512,3512,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job85_scenario4_3609,3609,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job86_scenario2_3610,3610,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job87_scenario4_3614,3614,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job88_scenario4_3628,3628,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job89_scenario4_3632,3632,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job90_scenario4_3634,3634,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job91_scenario4_3646,3646,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job92_scenario4_3658,3658,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job93_scenario3_3663,3663,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job94_scenario4_3664,3664,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job95_scenario4_3687,3687,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job96_scenario2_3737,3737,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job97_scenario0_3740,3740,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job98_scenario4_3761,3761,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job99_scenario3_3774,3774,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job100_scenario3_3775,3775,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job101_scenario2_3779,3779,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job102_scenario4_3784,3784,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job103_scenario1_3810,3810,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job104_scenario4_3821,3821,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job105_scenario4_3849,3849,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job106_scenario2_3865,3865,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job107_scenario1_3881,3881,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job108_scenario3_3882,3882,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job109_scenario3_3883,3883,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job110_scenario4_3886,3886,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job111_scenario4_3887,3887,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job112_scenario4_3894,3894,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job113_scenario4_3897,3897,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job114_scenario4_3903,3903,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job115_scenario4_3906,3906,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job116_scenario4_3914,3914,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job117_scenario2_3918,3918,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job118_scenario4_3922,3922,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job119_scenario0_3929,3929,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job120_scenario4_3937,3937,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job121_scenario0_3953,3953,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job122_scenario4_3954,3954,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job123_scenario0_3955,3955,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job124_scenario1_3959,3959,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job125_scenario4_3989,3989,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job126_scenario4_3991,3991,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job127_scenario0_3996,3996,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job128_scenario4_4018,4018,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job129_scenario4_4024,4024,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job130_scenario4_4057,4057,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job131_scenario4_4098,4098,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job132_scenario4_4104,4104,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job133_scenario4_4106,4106,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job134_scenario4_4118,4118,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job135_scenario3_4133,4133,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job136_scenario1_4158,4158,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job137_scenario0_4164,4164,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job138_scenario1_4174,4174,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job139_scenario4_4176,4176,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job140_scenario3_4201,4201,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job141_scenario2_4207,4207,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job142_scenario2_4209,4209,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job143_scenario1_4214,4214,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job144_scenario1_4216,4216,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job145_scenario2_4225,4225,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job146_scenario4_4240,4240,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job147_scenario4_4247,4247,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job148_scenario4_4251,4251,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job149_scenario1_4262,4262,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job150_scenario4_4293,4293,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job151_scenario2_4295,4295,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job152_scenario4_4299,4299,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job153_scenario4_4306,4306,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job154_scenario2_4317,4317,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job155_scenario2_4319,4319,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job156_scenario4_4320,4320,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job157_scenario0_4328,4328,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job158_scenario4_4331,4331,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job159_scenario1_4341,4341,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job160_scenario1_4348,4348,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job161_scenario0_4350,4350,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job162_scenario4_4352,4352,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job163_scenario3_4361,4361,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job164_scenario2_4372,4372,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job165_scenario4_4375,4375,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job166_scenario3_4379,4379,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job167_scenario4_4384,4384,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job168_scenario4_4389,4389,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job169_scenario4_4390,4390,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job170_scenario4_4392,4392,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job171_scenario4_4393,4393,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job172_scenario4_4396,4396,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job173_scenario3_4402,4402,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job174_scenario2_4411,4411,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job175_scenario2_4412,4412,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job176_scenario1_4413,4413,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job177_scenario4_4426,4426,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job178_scenario4_4427,4427,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job179_scenario2_4429,4429,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job180_scenario4_4432,4432,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job181_scenario4_4433,4433,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job182_scenario1_4439,4439,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job183_scenario4_4460,4460,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job184_scenario0_4473,4473,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job185_scenario1_4477,4477,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job186_scenario4_4483,4483,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job187_scenario4_4484,4484,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job188_scenario4_4487,4487,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job189_scenario4_4498,4498,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job190_scenario4_4499,4499,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job191_scenario4_4506,4506,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job192_scenario1_4511,4511,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job193_scenario4_4514,4514,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job194_scenario3_4520,4520,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job195_scenario4_4524,4524,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job196_scenario3_4525,4525,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job197_scenario4_4537,4537,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job198_scenario1_4546,4546,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job199_scenario3_4548,4548,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job200_scenario2_4553,4553,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job201_scenario2_4554,4554,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job202_scenario4_4562,4562,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job203_scenario2_4566,4566,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job204_scenario4_4567,4567,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job205_scenario0_4568,4568,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job206_scenario4_4569,4569,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job207_scenario4_4574,4574,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job208_scenario1_4578,4578,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job209_scenario0_4585,4585,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job210_scenario4_4596,4596,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job211_scenario2_4611,4611,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job212_scenario4_4613,4613,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job213_scenario4_4621,4621,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job214_scenario4_4625,4625,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job215_scenario1_4628,4628,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job216_scenario1_4632,4632,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job217_scenario4_4635,4635,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job218_scenario0_4637,4637,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job219_scenario4_4649,4649,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job220_scenario4_4655,4655,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job221_scenario2_4661,4661,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job222_scenario2_4687,4687,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job223_scenario3_4692,4692,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job224_scenario2_4694,4694,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job225_scenario4_4700,4700,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job226_scenario4_4702,4702,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job227_scenario4_4703,4703,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job228_scenario2_4704,4704,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job229_scenario0_4706,4706,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job230_scenario3_4715,4715,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job231_scenario1_4721,4721,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job232_scenario4_4722,4722,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job233_scenario4_4723,4723,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job234_scenario1_4728,4728,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job235_scenario0_4733,4733,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job236_scenario3_4747,4747,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job237_scenario4_4753,4753,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job238_scenario2_4766,4766,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job239_scenario4_4768,4768,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job240_scenario4_4775,4775,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job241_scenario3_4778,4778,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job242_scenario0_4779,4779,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job243_scenario4_4787,4787,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job244_scenario4_4790,4790,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job245_scenario0_4798,4798,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job246_scenario4_4803,4803,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job247_scenario0_4807,4807,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job248_scenario4_4819,4819,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job249_scenario4_4825,4825,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job250_scenario0_4832,4832,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job251_scenario0_4844,4844,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job252_scenario4_4854,4854,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job253_scenario4_4857,4857,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job254_scenario2_4865,4865,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job255_scenario0_4885,4885,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job256_scenario4_4900,4900,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job257_scenario0_4901,4901,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job258_scenario3_4913,4913,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job259_scenario1_4938,4938,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job260_scenario4_4939,4939,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job261_scenario4_4945,4945,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job262_scenario4_4951,4951,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job263_scenario4_4952,4952,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job264_scenario4_4953,4953,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job265_scenario1_4962,4962,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job266_scenario0_4966,4966,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job267_scenario2_5005,5005,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job268_scenario4_5007,5007,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job269_scenario3_5013,5013,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job270_scenario2_5024,5024,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job271_scenario4_5027,5027,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job272_scenario1_5029,5029,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job273_scenario4_5032,5032,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job274_scenario4_5037,5037,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job275_scenario4_5041,5041,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job276_scenario0_5042,5042,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job277_scenario0_5046,5046,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job278_scenario4_5047,5047,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job279_scenario2_5048,5048,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job280_scenario2_5049,5049,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job281_scenario4_5054,5054,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job282_scenario0_5055,5055,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job283_scenario1_5058,5058,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job284_scenario4_5059,5059,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job285_scenario1_5061,5061,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job286_scenario2_5062,5062,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job287_scenario0_5064,5064,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job288_scenario1_5066,5066,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job289_scenario4_5071,5071,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job290_scenario2_5077,5077,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job291_scenario4_5078,5078,20,8,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job292_scenario1_5081,5081,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job293_scenario4_5082,5082,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job294_scenario1_5087,5087,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job295_scenario1_5088,5088,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
