jobId,arrivalTime,maxStartDelay,urgency,minTimeForHandling,maxTimeForHandling,location,terrain,vehicle,timeOfTheDay,weather,scenarioType
job53_scenario1_5823,5823,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job54_scenario1_5864,5864,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job55_scenario1_5885,5885,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job56_scenario2_5909,5909,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job57_scenario1_5910,5910,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job58_scenario3_5949,5949,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job59_scenario1_5966,5966,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job60_scenario0_6007,6007,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job61_scenario0_6016,6016,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job62_scenario2_6018,6018,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job63_scenario0_6055,6055,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job64_scenario2_6095,6095,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job65_scenario3_6117,6117,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job66_scenario2_6148,6148,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job67_scenario1_6160,6160,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job68_scenario2_6174,6174,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job69_scenario0_6214,6214,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job70_scenario1_6228,6228,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job71_scenario3_6233,6233,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job72_scenario0_6254,6254,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job73_scenario0_6263,6263,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job74_scenario0_6283,6283,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job75_scenario0_6284,6284,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job76_scenario0_6311,6311,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job77_scenario3_6334,6334,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job78_scenario0_6354,6354,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job79_scenario2_6355,6355,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job80_scenario4_6366,6366,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job81_scenario0_6378,6378,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job82_scenario0_6388,6388,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job83_scenario1_6412,6412,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job84_scenario4_6447,6447,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job85_scenario0_6478,6478,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job86_scenario3_6482,6482,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job87_scenario1_6521,6521,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job88_scenario4_6524,6524,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job89_scenario2_6526,6526,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job90_scenario2_6538,6538,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job91_scenario3_6546,6546,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job92_scenario1_6574,6574,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job93_scenario1_6576,6576,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job94_scenario0_6632,6632,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job95_scenario2_6649,6649,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job96_scenario2_6730,6730,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job97_scenario2_6768,6768,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job98_scenario4_6864,6864,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job99_scenario1_6878,6878,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job100_scenario1_6912,6912,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job101_scenario0_6913,6913,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job102_scenario2_6915,6915,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job103_scenario0_6926,6926,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job104_scenario3_6941,6941,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job105_scenario1_6942,6942,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job106_scenario0_7025,7025,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job107_scenario1_7027,7027,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job108_scenario3_7061,7061,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job109_scenario2_7069,7069,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job110_scenario1_7095,7095,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job111_scenario1_7110,7110,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job112_scenario0_7116,7116,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job113_scenario0_7117,7117,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job114_scenario2_7145,7145,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job115_scenario0_7160,7160,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job116_scenario2_7275,7275,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job117_scenario1_7320,7320,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job118_scenario0_7349,7349,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job119_scenario2_7354,7354,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job120_scenario0_7359,7359,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job121_scenario1_7362,7362,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job122_scenario1_7372,7372,20,8,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job123_scenario0_7375,7375,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job124_scenario2_7415,7415,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job125_scenario2_7416,7416,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job126_scenario2_7456,7456,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job127_scenario1_7460,7460,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job128_scenario3_7461,7461,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job129_scenario2_7467,7467,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job130_scenario1_7483,7483,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job131_scenario2_7494,7494,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job132_scenario1_7503,7503,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job133_scenario1_7506,7506,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job134_scenario0_7537,7537,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job135_scenario0_7550,7550,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job136_scenario2_7619,7619,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job137_scenario3_7625,7625,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job138_scenario3_7644,7644,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job139_scenario0_7679,7679,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job140_scenario1_7692,7692,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job141_scenario1_7711,7711,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job142_scenario3_7729,7729,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job143_scenario1_7749,7749,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job144_scenario1_7854,7854,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job145_scenario1_7862,7862,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job146_scenario1_7885,7885,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job147_scenario1_7887,7887,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job148_scenario3_7912,7912,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job149_scenario3_7941,7941,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job150_scenario2_7983,7983,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job151_scenario3_8020,8020,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job152_scenario1_8031,8031,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job153_scenario2_8043,8043,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job154_scenario3_8060,8060,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job155_scenario4_8117,8117,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job156_scenario1_8165,8165,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job157_scenario3_8170,8170,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job158_scenario2_8180,8180,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job159_scenario2_8229,8229,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job160_scenario1_8251,8251,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job161_scenario3_8284,8284,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job162_scenario1_8299,8299,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job163_scenario1_8315,8315,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job164_scenario3_8351,8351,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job165_scenario2_8402,8402,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job166_scenario3_8427,8427,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job167_scenario3_8451,8451,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job168_scenario3_8526,8526,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job169_scenario1_8540,8540,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job170_scenario0_8541,8541,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job171_scenario0_8551,8551,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job172_scenario1_8616,8616,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job173_scenario1_8654,8654,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job174_scenario0_8656,8656,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job175_scenario4_8692,8692,20,8,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job176_scenario1_8697,8697,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job177_scenario3_8779,8779,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job178_scenario4_8793,8793,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job179_scenario1_8798,8798,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job180_scenario3_8802,8802,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job181_scenario0_8813,8813,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job182_scenario2_8816,8816,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job183_scenario2_8843,8843,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job184_scenario4_8850,8850,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job185_scenario1_8863,8863,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job186_scenario3_8864,8864,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job187_scenario3_8870,8870,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job188_scenario1_8874,8874,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job189_scenario0_8905,8905,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job190_scenario3_8913,8913,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job191_scenario0_8919,8919,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job192_scenario2_8920,8920,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job193_scenario3_8925,8925,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job194_scenario3_8938,8938,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job195_scenario2_8968,8968,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job196_scenario3_8978,8978,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job197_scenario2_8979,8979,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job198_scenario2_8991,8991,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job199_scenario0_9016,9016,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job200_scenario0_9031,9031,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job201_scenario2_9068,9068,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job202_scenario3_9083,9083,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job203_scenario2_9117,9117,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job204_scenario1_9120,9120,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job205_scenario1_9123,9123,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job206_scenario3_9160,9160,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job207_scenario4_9173,9173,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job208_scenario2_9188,9188,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job209_scenario0_9195,9195,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job210_scenario3_9210,9210,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job211_scenario0_9227,9227,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job212_scenario3_9240,9240,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job213_scenario2_9246,9246,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job214_scenario3_9269,9269,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job215_scenario1_9273,9273,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job216_scenario1_9317,9317,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job217_scenario1_9364,9364,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job218_scenario3_9380,9380,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job219_scenario4_9386,9386,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job220_scenario3_9429,9429,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job221_scenario3_9446,9446,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job222_scenario3_9447,9447,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job223_scenario2_9449,9449,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job224_scenario3_9474,9474,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job225_scenario1_9506,9506,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job226_scenario0_9516,9516,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job227_scenario3_9602,9602,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job228_scenario3_9634,9634,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job229_scenario4_9685,9685,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job230_scenario3_9695,9695,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job231_scenario1_9700,9700,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job232_scenario1_9701,9701,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job233_scenario2_9714,9714,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job234_scenario2_9763,9763,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job235_scenario3_9790,9790,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job236_scenario3_9811,9811,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job237_scenario3_9820,9820,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job238_scenario2_9842,9842,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job239_scenario3_9880,9880,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job240_scenario2_9888,9888,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job241_scenario1_9890,9890,20,2,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job242_scenario2_9946,9946,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job243_scenario2_9953,9953,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job244_scenario0_9970,9970,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job245_scenario4_9992,9992,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job246_scenario0_9993,9993,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job247_scenario1_10010,10010,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job248_scenario3_10031,10031,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job249_scenario3_10053,10053,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job250_scenario2_10056,10056,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job251_scenario1_10074,10074,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job252_scenario2_10139,10139,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job253_scenario1_10142,10142,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job254_scenario3_10148,10148,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job255_scenario2_10193,10193,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job256_scenario3_10217,10217,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job257_scenario3_10218,10218,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job258_scenario1_10239,10239,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job259_scenario3_10283,10283,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job260_scenario2_10303,10303,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job261_scenario0_10346,10346,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job262_scenario3_10359,10359,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job263_scenario1_10368,10368,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job264_scenario4_10369,10369,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job265_scenario3_10398,10398,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job266_scenario2_10427,10427,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job267_scenario3_10431,10431,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job268_scenario3_10438,10438,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job269_scenario2_10483,10483,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job270_scenario1_10508,10508,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job271_scenario0_10524,10524,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job272_scenario3_10539,10539,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job273_scenario1_10543,10543,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job274_scenario1_10568,10568,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job275_scenario0_10569,10569,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job276_scenario1_10571,10571,20,6,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job277_scenario3_10590,10590,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job278_scenario3_10598,10598,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job279_scenario0_10657,10657,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job280_scenario4_10684,10684,20,3,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job281_scenario3_10686,10686,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job282_scenario1_10728,10728,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job283_scenario2_10731,10731,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job284_scenario4_10782,10782,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job285_scenario0_10828,10828,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job286_scenario1_10832,10832,20,5,0,0,east,asphalt,sedan,morning,sunshine,scenario1,
job287_scenario0_10885,10885,20,7,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job288_scenario2_10888,10888,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job289_scenario1_10904,10904,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job290_scenario1_10909,10909,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job291_scenario3_10943,10943,20,9,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job292_scenario1_10953,10953,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job293_scenario0_10964,10964,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job294_scenario4_10969,10969,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
